,agency_name,agency_status,agency_address,agency_latitude,agency_longitude
5534,Phil Downey: Allstate Insurance,OPERATIONAL,"7047 Lee Highway Ste 202, Chattanooga",35.04721,-85.159741
5538,Stricker Insurance,OPERATIONAL,"7030 Lee Highway, Chattanooga",35.0461018,-85.159724
5540,Wade Dyar - State Farm Insurance Agent,OPERATIONAL,"1720 Gunbarrel Road # 304, Chattanooga",35.02135579999999,-85.1591569
5541,First Choice Title,OPERATIONAL,"5572 Little Debbie Parkway #122, Ooltewah",35.0818595,-85.06642149999999
5543,Birchett Insurance Agency,OPERATIONAL,"1315 Cleveland Highway, Dalton",34.7979853,-84.9626333
5545,Advance Insurance of Dalton,OPERATIONAL,"202 Fort Hill Circle, Dalton",34.7721477,-84.9650374
5546,SunTrust,OPERATIONAL,"8171 East Brainerd Road, Chattanooga",35.00338780000001,-85.14691719999999
5547,Brandon Combs - State Farm Insurance Agent,OPERATIONAL,"236 North Hamilton Street Unit 1, Dalton",34.77335610000001,-84.9675919
5567,Nationwide Insurance: Customer Focus Insurance Inc.,OPERATIONAL,"416 North Glenwood Avenue Ste 2, Dalton",34.7770033,-84.96482759999999
5596,John Hancock Life,OPERATIONAL,"1100 Peachtree Street Northeast, Atlanta",33.7848198,-84.38353169999999
5599,Delta Community Credit Union,OPERATIONAL,"80 Peachtree Place Northeast, Atlanta",33.7809643,-84.3850234
5605,Whitefoord Community Program,OPERATIONAL,"256 Clifton Street Southeast, Atlanta",33.74597809999999,-84.3311061
5657,State Farm Insurance,OPERATIONAL,"137 South 1st Street, Cochran",32.3875281,-83.358316
5660,Bree Harrell - State Farm Insurance Agent,OPERATIONAL,"24 Jackson Street South, Hawkinsville",32.2817964,-83.4670144
5661,"Clemmons Agency, Inc.",OPERATIONAL,"119 Commerce Street, Hawkinsville",32.2832453,-83.467956
5662,Georgia Farm Bureau,OPERATIONAL,"45 Jackson Street South, Hawkinsville",32.2803597,-83.46646659999999
5681,Saunders Stuckey & Mullis Inc,OPERATIONAL,"320 Oak Street, Eastman",32.1991489,-83.180221
5757,Joe Gaddis - State Farm Insurance Agent,OPERATIONAL,"Courthouse Sq, Trenton",34.87195579999999,-85.5098593
5760,Street Parodies,OPERATIONAL,"633 Chestnut Street, Chattanooga",35.04850930000001,-85.3120869
5765,Shared Health,OPERATIONAL,"1 Cameron Hill Circle, Chattanooga",35.05382,-85.3175689
5767,Jones Martha,OPERATIONAL,"2 Union Sq # 400, Chattanooga",35.0452821,-85.3113982
5769,"Brown & Brown of Tennessee, Inc.",OPERATIONAL,"633 Chestnut Street # 820, Chattanooga",35.048194,-85.309994
5770,J. Smith Lanier & Company,OPERATIONAL,"Liberty Tower, 605 Chestnut Street #500, Chattanooga",35.04936029999999,-85.3119787
5772,BCBST - BlueCross BlueShield of Tennessee,OPERATIONAL,"1 Cameron Circle, Chattanooga",35.05320160000001,-85.3180524
5773,Allstar Insurance,OPERATIONAL,"5803 Lee Highway # 104, Chattanooga",35.021053,-85.20134519999999
5775,Title Guaranty & Trust Co,OPERATIONAL,"7155 Lee Highway # 500, Chattanooga",35.0498203,-85.1555723
5795,"Chattanooga Title, Inc.",OPERATIONAL,"829 McCallie Avenue, Chattanooga",35.0434002,-85.2942717
5827,CYA Agency Inc,OPERATIONAL,"7913 Pea Ridge Road, Lula",34.4575724,-83.6746328
5828,John Essigman Wealth Advisors LLC,OPERATIONAL,"141 North Main Street, Cleveland",34.598769,-83.7634365
5830,Ash Welborn Insurance,OPERATIONAL,"103 Midway Crossing Suite A, Cornelia",34.5446873,-83.54689379999999
5831,John Hancock,OPERATIONAL,"2995 Alto-Mud Creek Road, Alto",34.4820023,-83.6068071
5832,Affordable Insurance,OPERATIONAL,"837 East Currahee Street, Toccoa",34.5766419,-83.3158401
5833,Julie Poulson - COUNTRY Financial representative,OPERATIONAL,"1286 Washington Street, Clarkesville",34.61396639999999,-83.52446599999999
5852,Farmers Insurance - William Ferguson,OPERATIONAL,"1539 Georgia 129, Cleveland",34.5755221,-83.76338009999999
5890,TIAA Financial Services,OPERATIONAL,"6 Concourse Parkway Suite 2600, Atlanta",33.917001,-84.356104
5947,BBWH Insurors,OPERATIONAL,"1208 Merchant Way, Statesboro",32.4104084,-81.7691856
5985,Aflac,OPERATIONAL,"93 Church Street, Franklin",35.1823474,-83.381619
5988,Georgia Farm Bureau,OPERATIONAL,"1552 Highway 441 N, Clayton",34.8992394,-83.3917491
5989,Life Insurance for Life: Peter Goldfine,OPERATIONAL,"957 Franklin Street #100, Dillard",34.9735978,-83.3840997
5991,Kilby Brian,OPERATIONAL,"1552 U.S. 441, Clayton",34.8990114,-83.39183380000001
5992,"A.W. Adams Insurance, LLC",OPERATIONAL,"30 Commerce Street, Clayton",34.8776126,-83.39878089999999
5993,Wayah Insurance,OPERATIONAL,"295 East Palmer Street, Franklin",35.181078,-83.37916799999999
5994,Stanberry Insurance Agency,OPERATIONAL,"141 Main Street, Highlands",35.05399209999999,-83.2019481
5995,Franklin Insurance,OPERATIONAL,"372 West Main Street, Franklin",35.179839,-83.38733239999999
5996,Wayah Insurance Group,OPERATIONAL,"472 Carolina Way, Highlands",35.0539762,-83.1952713
5997,Allstate,OPERATIONAL,"30 Commerce Street, Clayton",34.87761089999999,-83.398783
5998,Guidelight Insurance,OPERATIONAL,"83 East Palmer Street, Franklin",35.17765800000001,-83.3739166
6001,Bynum Insurance Agency,OPERATIONAL,"151 Hiawassee Street, Clayton",34.879789,-83.40350610000002
6002,Parks Carolyn,OPERATIONAL,Clayton,34.8781479,-83.4009933
6003,Appalachian Insurance Agency,OPERATIONAL,"621 U.S. 441 #2, Clayton",34.869513,-83.400179
6047,Aflac,OPERATIONAL,"53 Thunder Road, Dawsonville",34.4257363,-84.1358012
6049,Peachstate Insurance,OPERATIONAL,"250 Atlanta Road, Cumming",34.20283209999999,-84.134884
6053,Rusty Smith - State Farm Insurance Agent,OPERATIONAL,"214 Canton Road a, Cumming",34.210009,-84.1438948
6056,Sutter McLellan & Gilbreath,OPERATIONAL,"416 Pirkle Ferry Road, Cumming",34.20683330000001,-84.1317432
6061,Alfa Insurance Co,OPERATIONAL,"3723 Robinson Drive # C, Oakwood",34.2307973,-83.867796
6080,Advantage Insurers Inc,OPERATIONAL,"111 West Kytle Street, Cleveland",34.5965532,-83.7653074
6118,James Cooper - Aflac Insurance Agent,OPERATIONAL,"180 Moores Drive, Dahlonega",34.54115069999999,-83.984676
6137,Chapman Insurance,OPERATIONAL,"144 Stamp Mill Drive, Dahlonega",34.497295,-83.959133
6173,Southern Insurance of Cairo,OPERATIONAL,"12 1st Avenue Northeast, Cairo",30.8774214,-84.20758169999999
6174,Aflac: Erin Kirkland,OPERATIONAL,"1775 Pine Park Road, Cairo",30.8339073,-84.17186219999999
6175,Florida Insurance Consultants,OPERATIONAL,"8031 Lantern Light Lane, Tallahassee",30.5798911,-84.26150210000002
6232,Farmers Insurance Group,OPERATIONAL,"201 East 1st Street, Vidalia",32.2165905,-82.4115274
6251,Matthew Tyson - State Farm Insurance Agent,OPERATIONAL,"305 South Zetterower Avenue, Statesboro",32.4409572,-81.7801733
6274,"McNeal Agency, Inc.",OPERATIONAL,"1717 Russell Parkway, Warner Robins",32.5931313,-83.6614276
6279,Direct Auto Insurance,OPERATIONAL,"1220 Russell Parkway Suite 1, Warner Robins",32.5945171,-83.6485398
6283,Nancy Deighan - State Farm Insurance Agent,OPERATIONAL,"324 Butten Drive, Bonaire",32.555373,-83.6586528
6284,Alfa Insurance - Jacob Gore Agency,OPERATIONAL,"1238 South Houston Lake Road Ste 2, Warner Robins",32.5682899,-83.6623831
6285,Alfa Insurance - ADO Insurance,OPERATIONAL,"2314 Moody Road, Warner Robins",32.58669239999999,-83.622376
6289,Elwood Waites Insurance,OPERATIONAL,Perry,32.4655255,-83.7300204
6308,Henry Hopson Jr - State Farm Insurance Agent,OPERATIONAL,"104 Gunn Road ste a, Centerville",32.62407,-83.68862299999999
6345,Primerica,OPERATIONAL,"6227 Vance Road #1, Chattanooga",35.0308813,-85.18608499999999
6346,Francis Benjamin,OPERATIONAL,"633 Chestnut Street # 1100, Chattanooga",35.04850930000001,-85.3120869
6365,Chicago Title Insurance Co,OPERATIONAL,"2115 Stein Drive, Chattanooga",35.055768,-85.186297
6403,Signature Insurance Group,OPERATIONAL,"950 South Broad Street, Commerce",34.1950245,-83.4485528
6517,Farmers Insurance - D Allen Morris,OPERATIONAL,"201 East 1st Street, Vidalia",32.2166123,-82.41154139999999
6536,Economy Insurance & Tax,OPERATIONAL,"520 Gentilly Road, Statesboro",32.434009,-81.77028899999999
6574,C T Brokerage LLC,OPERATIONAL,"709 East Main Street, Colquitt",31.1722948,-84.71989660000001
6593,Ryan Jeremy,OPERATIONAL,"218 South West Street B, Bainbridge",30.90456799999999,-84.5766213
6614,Brian Mann - Aflac Insurance Agent,OPERATIONAL,"2210 Gateway Drive A, Opelika",32.6244152,-85.40565550000001
6624,Rick Hill - State Farm Insurance Agent,OPERATIONAL,"5111 Armour Road, Columbus",32.51432440000001,-84.9533039
6625,Thomas Insurance,OPERATIONAL,"5001 14th Avenue, Columbus",32.5129121,-84.9706695
6626,Pass Agency,OPERATIONAL,"5727 Moon Road # F, Columbus",32.5265195,-84.92700579999999
6627,Acceptance Insurance,OPERATIONAL,"1703 Westend Court Ste J, Opelika",32.63795030000001,-85.39720439999999
6628,Tommy Pugh Insurance Agency,OPERATIONAL,"12 Woodland Drive, Phenix City",32.46785099999999,-85.084896
6629,Becky Goldsmith - State Farm Insurance Agent,OPERATIONAL,"7505 Veterans Parkway, Columbus",32.5558623,-84.9461455
6630,M. C. Phillips: Allstate Insurance,OPERATIONAL,"1601 12th Street Ste 6, Columbus",32.46893559999999,-84.9687754
6631,East Alabama Title,OPERATIONAL,"3625-A 18th Avenue, Phenix City",32.4954493,-85.0202771
6650,Mann Earl,OPERATIONAL,"3544 U.S. 431, Phenix City",32.4952167,-85.0388443
6688,Blue Cross Blue Shield of GA-Lisa Lyle,OPERATIONAL,"400-C Hawthorne Lane, Athens",33.9694722,-83.4168648
6707,Primerica,OPERATIONAL,"283 East Broad Street 2nd floor, Athens",33.9580787,-83.3746192
6745,"Hyman Brown Insurance Agency, Inc. (hbia)",OPERATIONAL,"1195 Washington Street, Jefferson",34.1296351,-83.58692219999999
6787,Affiliated Insurance Group,OPERATIONAL,"101 Devant Street # 902B, Fayetteville",33.45010450000001,-84.4836624
6796,Gerald Bailey Insurance,OPERATIONAL,"314 North Expressway, Griffin",33.2521468,-84.28723339999999
6797,Scott Woodward - State Farm Insurance Agent,OPERATIONAL,"7280 Georgia 16 ste k, Senoia",33.2940594,-84.5722091
6799,Tim Furlow,OPERATIONAL,"207 East Taylor Street, Griffin",33.2471017,-84.262104
6800,Cotton States Insurance,OPERATIONAL,"244 Odell Road # 4, Griffin",33.21644669999999,-84.2900614
6801,Acceptance Insurance,OPERATIONAL,"1435 North Expressway Ste 102, Griffin",33.2715842,-84.2923668
6802,Aflac: Bonnie Bishop,OPERATIONAL,"74 Cody Trail, Senoia",33.292939,-84.53544099999999
6821,Farmers Insurance - Ragan Peluso,OPERATIONAL,"287B College Drive, Barnesville",33.0550792,-84.15355369999999
6858,Smarr Financial Services,OPERATIONAL,"3399 Peachtree Road, Atlanta",33.8456761,-84.35942159999999
6859,Darrin Collins: Allstate Insurance,OPERATIONAL,"5901 Ptrdndy Rd Ste C80, NE, Atlanta",33.9162702,-84.3503734
6915,Partners Benefit Group,OPERATIONAL,"120 North Madison Street, Thomasville",30.837852,-83.98154389999999
6916,Michael Barr - State Farm Insurance Agent,OPERATIONAL,"311 Kern Street, Thomasville",30.8361825,-83.9673282
6972,Farmers Insurance - Angelia Jacobs,OPERATIONAL,"604 Fleming Road, Cordele",31.9631265,-83.7680912
6973,Grimsley Agency,OPERATIONAL,"203 Commerce Street, Hawkinsville",32.2854574,-83.4814687
6992,Benefit Specialists Group Inc,OPERATIONAL,"106 7th Street North # K, Cordele",31.9694172,-83.7823755
7030,Ballinger Ann,OPERATIONAL,"103 Midway Crossing # A, Demorest",34.5465381,-83.5511734
7049,Frandisco Property & Casualty,OPERATIONAL,"135 East Tugalo Street, Toccoa",34.5805151,-83.32788529999999
7076,Shucheng Xu American Family Insurance,OPERATIONAL,"2175 Highpoint Road, Snellville",33.84978129999999,-84.043464
7080,All City Insurance,OPERATIONAL,"173 Dekalb Industrial Way, Decatur",33.78108899999999,-84.2736364
7083,Prudential | Bill Markert | Life Insurance & Financial Services,OPERATIONAL,"250 East Ponce de Leon Avenue #322, Decatur",33.77594,-84.29317470000001
7084,Stacey Randolph-Castillo: Allstate Insurance,OPERATIONAL,"1745 Highway 138 Southeast Ste C7, Conyers",33.6443865,-84.016133
7086,Taryn Lawrence - State Farm Insurance Agent,OPERATIONAL,"1234 South Hairston Road #22, Stone Mountain",33.7591949,-84.1958935
7087,SunTrust,OPERATIONAL,"930 main Street, Conyers",33.6674597,-84.01702630000001
7106,Triumph Research Specialists,OPERATIONAL,"279 West Crogan Street, Lawrenceville",33.9559545,-83.9907528
7163,The Hartford,OPERATIONAL,"1026 12 Oaks Circle, Watkinsville",33.88310419999999,-83.43325100000001
7182,Bruce Morris - State Farm Insurance Agent,OPERATIONAL,"1600 South Main Street a, Greensboro",33.5594434,-83.1850585
7185,Angie Phelps Insurance,OPERATIONAL,"116 North Main Street, Greensboro",33.576537,-83.182856
7191,Franklin Insurance Inc,OPERATIONAL,"818 East Robert Toombs Avenue, Washington",33.7297322,-82.7213639
7193,Jeremy Hoyt - COUNTRY Financial representative,OPERATIONAL,"6 W Public Square, Washington",33.7374441,-82.73958789999999
7194,Johnson Insurance Services,OPERATIONAL,"103 South Alexander Avenue, Washington",33.73609879999999,-82.73635910000002
7195,Nationwide Insurance: Angela L Atkinson Agency,OPERATIONAL,"114 East Broad Street, Greensboro",33.5760329,-83.1818483
7196,Signature Insurance Group,OPERATIONAL,"116 North Main Street, Greensboro",33.5765434,-83.18283
7197,BB&T Insurance Services,OPERATIONAL,"201 South Main Street, Greensboro",33.5745675,-83.1831126
7198,"Lakeside Coverage, Inc",OPERATIONAL,"1060 Salem Walk Drive, Greensboro",33.46370839999999,-83.24243419999999
7200,AIC/Insuring America,OPERATIONAL,"6340 Lake Oconee Parkway #100, Greensboro",33.457172,-83.24409500000002
7201,Georgia Farm Bureau,OPERATIONAL,"1570 South Main Street, Greensboro",33.5605486,-83.1842638
7220,Tri-County Insurance,OPERATIONAL,"638 Thomson Highway, Warrenton",33.4083979,-82.6426135
7258,Howard Hightower - State Farm Insurance Agent,OPERATIONAL,"5960 Zebulon Road, Macon",32.8781784,-83.7607058
7277,TikkunOlam & Company Insurance,OPERATIONAL,"3313 Holley Road, Lizella",32.8021748,-83.8041987
7315,Willis Insurance: Baltz Dennis,OPERATIONAL,"1 Glenlake Parkway Northeast # 1100, Atlanta",33.93436459999999,-84.35933229999999
7334,Northwest Mutual Insurance Co,OPERATIONAL,"5 Concourse Parkway # 2410, Atlanta",33.9169723,-84.3545991
7369,Financial Management Brokerage,OPERATIONAL,"233 12th Street #330, Columbus",32.4687895,-84.98939349999999
7371,Flowers-Lewis & Associates,OPERATIONAL,"2221 Manchester Expressway, Columbus",32.5073228,-84.9599059
7372,Humana Inc,OPERATIONAL,"1224 Peacock Avenue, Columbus",32.47037069999999,-84.9615364
7417,Glover Agency LLC,OPERATIONAL,"145 East Broad Street, Eufaula",31.8927814,-85.1441601
7420,Pam Freeman - State Farm Insurance Agent,OPERATIONAL,"322 East Barbour Street, Eufaula",31.8917892,-85.14130949999999
7421,Wildfire Aftermarket Services Inc,OPERATIONAL,"518 East Barbour Street, Eufaula",31.8918604,-85.1376968
7422,Mott John,OPERATIONAL,"630 East Broad Street, Eufaula",31.8931921,-85.13532839999999
7423,New York Life,OPERATIONAL,"201 East Broad Street, Eufaula",31.8926486,-85.144199
7429,Farm Bureau Mutual Insurance,OPERATIONAL,"229 Johnson Street Southeast, Dawson",31.77226289999999,-84.44590459999999
7448,Land Adjustment Co,OPERATIONAL,"299 U.S. 82, Eufaula",31.93108999999999,-85.159512
7486,AXIS Capital,OPERATIONAL,"10000 Avalon Boulevard Suite 200, Alpharetta",34.06980469999999,-84.2742998
7505,Balanced Equities Inc,OPERATIONAL,"312 Maxwell Road #400, Alpharetta",34.0677518,-84.300735
7538,Dave Harden - State Farm Insurance Agent,OPERATIONAL,"5950 Bethelview Road #100, Cumming",34.16463509999999,-84.1780076
7562,Chad Logan - COUNTRY Financial representative,OPERATIONAL,"800 Old Dawson Village Road Ste 120, Dawsonville",34.3619789,-84.0323968
7657,Taylor Insurance Services,OPERATIONAL,"227 Sandy Springs Place Northeast d133, Atlanta",33.920169,-84.38225299999999
7714,"Eric Knows Insurance - Eric Kee, CSD Farmers Insurance",OPERATIONAL,"7030 Lee Highway, Chattanooga",35.0461018,-85.159724
7733,Leonard Insurance Inc,OPERATIONAL,"123 Murray Street, Chatsworth",34.82408749999999,-84.75689820000001
7771,Sam Clinkscales Jr Agency,OPERATIONAL,"1516 Clinkscales Road, Blakely",31.3927124,-84.8555429
7790,Oak City Insurance,OPERATIONAL,"504 Planter Street, Bainbridge",30.9080746,-84.5723469
7828,"Stacy Culpepper Agency, LLC American Family Insurance",OPERATIONAL,"1071 Founders Boulevard, Athens",33.9084849,-83.4533544
7885,State Farm,OPERATIONAL,"103 Darsa Drive, Dublin",32.5443732,-82.9404986
7904,Retirebydesign,OPERATIONAL,"1412 Russell Parkway, Warner Robins",32.59438299999999,-83.65249390000001
7940,Phillip Kidd Financial,OPERATIONAL,"1108 North Way, Darien",31.379062,-81.43310559999999
7941,Galis/Stewart Insurance,OPERATIONAL,"1401 Union Street, Brunswick",31.1483465,-81.4931546
7942,"Robinson & Associates Insurance, Inc",OPERATIONAL,"4 Retreat Place, St. Simons Island",31.1589066,-81.3892753
7961,Primerica,OPERATIONAL,"3441 Cypress Mill Road ste 203-5, Brunswick",31.19525249999999,-81.48259139999999
7996,Client Tell,OPERATIONAL,"3185 Madison Highway, Valdosta",30.7637548,-83.26729189999999
7998,Southside Title Pawn,OPERATIONAL,"414 N, Saint Augustine Road, Valdosta",30.8323349,-83.3114805
7999,Intervest International Inc,OPERATIONAL,"3402 Bemiss Road, Valdosta",30.8876,-83.27199999999999
8018,State Farm,OPERATIONAL,Quitman,30.7846472,-83.5575571
8052,Woodmen of the World Insurance,OPERATIONAL,"401 Prosser Road, Milledgeville",33.077778,-83.05541199999999
8056,Woodmen of the World Insurance,OPERATIONAL,"57 West Calhoun Street, Wadley",32.8660868,-82.4064058
8075,Jordan Peavey - State Farm Insurance Agent,OPERATIONAL,"305 West Main Street, Swainsboro",32.5945437,-82.3387453
8109,Fleming & Riles Insurance,OPERATIONAL,"636 Pointe North Boulevard, Albany",31.61235,-84.2250335
8111,Luckie Insurance,OPERATIONAL,"1277 U.S. 82, Leesburg",31.6353121,-84.24478719999999
8161,Farmers Insurance Sherlyn Wilson Agency,OPERATIONAL,"13010 Morris Road, Alpharetta",34.09613369999999,-84.2626691
8164,National Transportation: Munson Richard,OPERATIONAL,"1051 Cambridge Square, Alpharetta",34.067593,-84.315105
8166,Long Term Care Insurance Partner,OPERATIONAL,"312 Maxwell Road, Alpharetta",34.0671569,-84.3005742
8168,Alfa Insurance - Brad Bowen Agency,OPERATIONAL,"3598 Old Milton Parkway, Alpharetta",34.0658787,-84.2552177
8187,Cotton States Insurance,OPERATIONAL,"3556 Old Milton Parkway, Alpharetta",34.0665797,-84.2561037
8223,Rick Kilpatrick: Allstate Insurance,OPERATIONAL,"1810 Wylds Road Ste D, Augusta",33.4573651,-82.0718047
8224,Allstate Insurance Jamie Felder,OPERATIONAL,"205 North Belair Road, Evans",33.51439149999999,-82.1427022
8225,Horace Mann Insurance Co,OPERATIONAL,"119 Davis Road, Augusta",33.509261,-82.084974
8320,Acceptance Insurance,OPERATIONAL,"2485 North Columbia Street #111, Milledgeville",33.1125633,-83.2558696
8321,SunTrust,OPERATIONAL,"2501 North Columbia Street, Milledgeville",33.11341170000001,-83.2580354
8322,Bobby Brown Insurance Agency,OPERATIONAL,"1531 North Columbia Street, Milledgeville",33.0966991,-83.2420065
8323,Dyer Bill,OPERATIONAL,"452 South Wayne Street, Milledgeville",33.0758864,-83.2252228
8325,Wilkinson Insurance,OPERATIONAL,"221 North Wayne Street, Milledgeville",33.0832726,-83.2274362
8326,Andy Cowart - State Farm Insurance Agent,OPERATIONAL,"110 Executive Parkway, Milledgeville",33.0990407,-83.25864179999999
8328,Hogg Insurance Agency,OPERATIONAL,"101 Chase Court Northwest A, Milledgeville",33.0972179,-83.2560184
8329,A. Bruce Dempster: Allstate Insurance,OPERATIONAL,"3006 Heritage Road Ste B, Milledgeville",33.11984199999999,-83.260902
8332,Merritt Massey - State Farm Insurance Agent,OPERATIONAL,"3006 Heritage Road ste d, Milledgeville",33.1198781,-83.26093879999999
8333,Murphey Insurance Inc,OPERATIONAL,"145 Garrett Way, Milledgeville",33.096282,-83.252561
8336,Central Insurance Group,OPERATIONAL,"3008 Heritage Road, Milledgeville",33.120298,-83.261077
8339,First American Title Lending,OPERATIONAL,"2485 North Columbia Street # 90, Milledgeville",33.1125633,-83.2558696
8358,Durden Home/Commercial Inspctn,OPERATIONAL,"971 Sheppard Road, Tennille",32.914362,-82.7194304
8396,VanMinos Insurance Agency,OPERATIONAL,"92 North Sage Street, Toccoa",34.5787037,-83.3298137
8415,Jack Bradley Agency,OPERATIONAL,"327 Helen Highway, Cleveland",34.605288,-83.76142999999999
8472,Graham Farms Insurance,OPERATIONAL,"211 East Oak Street # 6, McRae-Helena",32.0658465,-82.89247429999999
8510,Dana Smith - Allstate Agent,OPERATIONAL,"1535 U.S. 19, Leesburg",31.6327985,-84.1750134
8566,Krista Anderson - State Farm Insurance Agent,OPERATIONAL,"2376 US Hwy 80 W, Ste 6, Dublin",32.5480952,-82.9702535
8567,Farm Bureau,OPERATIONAL,"14010 U.S. 80, Jeffersonville",32.6830288,-83.3414081
8607,Prudential|Dennis Mallonee|Life Insurance & Annuities,OPERATIONAL,"631 West Main Street, Sylva",35.3742572,-83.21867
8617,McAllister Family Insurance,OPERATIONAL,"146 Siler Road, Franklin",35.164685,-83.38913749999999
8619,Cashiers Insurance Agency,OPERATIONAL,"7 T S Lance Road, Cashiers",35.1145651,-83.09788879999999
8621,Appalachian Agency,OPERATIONAL,"495 Depot Street, Franklin",35.182286,-83.37251599999999
8643,Ty Cobb Healthcare System,OPERATIONAL,Toccoa,34.5805151,-83.32788529999999
8679,Williams Insurance,OPERATIONAL,"105 East Kelly Street, Sylvester",31.5276283,-83.8371645
8680,Pro Insurance,OPERATIONAL,"321 North Main Street, Moultrie",31.1836717,-83.7893003
8700,DWB Insurance the Muggridge Family,OPERATIONAL,"1148 Dawson Road, Albany",31.58390459999999,-84.18055
8738,Ormand Insurance,OPERATIONAL,"2863 Jefferson Street, Marianna",30.7733383,-85.2269599
8757,Florida Farm Bureau Insurance,OPERATIONAL,"4379 Lafayette Street, Marianna",30.7749426,-85.2309854
8793,Horace Mann Insurance Co.,OPERATIONAL,"215 Wes Park Drive, Perry",32.4752172,-83.7088502
8794,Acceptance Insurance,OPERATIONAL,"1121 Ball Street ste e, Perry",32.4595161,-83.7348505
8928,Taylor Insurance Services,OPERATIONAL,"223 Peterson Avenue South, Douglas",31.507094,-82.850462
8966,Prudential| Julian Pouncy | Life Insurance & Annuities,OPERATIONAL,"3343 Peachtree Road Northeast #700, Atlanta",33.8468472,-84.3668744
9022,Mid-Georgia Abstractors Inc,OPERATIONAL,"309 Holly Drive, Dublin",32.5795925,-82.94388119999999
9042,Dodge County Farm Bureau,OPERATIONAL,"5835 Anson Avenue, Eastman",32.2029535,-83.1707355
9099,Woodmen of the World Insurance,OPERATIONAL,"401 Savannah Avenue, East Dublin",32.5483659,-82.8611063
9236,Farm Bureau of Lanier County,OPERATIONAL,"716 West Thigpen Avenue, Lakeland",31.0410327,-83.08195889999999
9237,Jay Shaw Co,OPERATIONAL,"39 South Valdosta Road, Lakeland",31.0410228,-83.0752515
9242,Glenn Sturgis - Aflac Insurance Agent,OPERATIONAL,"3594 Guest Road, Valdosta",30.9134532,-83.237573
9244,Guardian Life Insurance Co-America,OPERATIONAL,"3432 Bemiss Road, Valdosta",30.8880402,-83.2720926
9249,Jamie Joiner - COUNTRY Financial representative,OPERATIONAL,"2229 Bemiss Road, Valdosta",30.8636204,-83.279658
9251,"Hall, Steele & Associates",OPERATIONAL,"2717 Windemere Drive, Valdosta",30.8681663,-83.29328319999999
9270,Star Insurance & Retirement,OPERATIONAL,"1921 Baytree Place, Valdosta",30.8457,-83.31009999999999
9308,Curry Companies,OPERATIONAL,"1825 Veterans Boulevard, Dublin",32.5397023,-82.94152820000001
9353,Allstate Insurance: Chris Kemp,OPERATIONAL,"144 West Church Street, Jasper",34.4671055,-84.4323148
9358,Tiffany Haggard - COUNTRY Financial representative,OPERATIONAL,"938 West Church Street Ste 102, Big Canoe",34.4662471,-84.4457781
9359,Grizzle Insurance Agency Inc.,OPERATIONAL,"143 Glyness Street, Jasper",34.471702,-84.449339
9360,Alfa Insurance - Bill Lawrence Agency,OPERATIONAL,"744 Noah Drive Ste 104, Jasper",34.47009819999999,-84.45863279999999
9364,Bill Parsons Insurance Agency,OPERATIONAL,"2736 Salem Church Road, Jasper",34.4388756,-84.4671295
9365,Farmers Insurance - William Boyles,OPERATIONAL,"105 North Main Street Ste 2, Jasper",34.4693222,-84.431049
9384,BB&T Insurance Services,OPERATIONAL,"2705 East Walnut Avenue, Dalton",34.7621862,-84.92915119999999
9524,Craig-Massee Insurance Agency,OPERATIONAL,"112 South Madison Avenue, Eatonton",33.3251703,-83.3895709
9527,Farm Bureau Insurance: Lord Lucy,OPERATIONAL,"1001 Pennington Road, Madison",33.5817609,-83.4881496
9528,Jasper County Farm Bureau,OPERATIONAL,"671 West Washington Street, Monticello",33.3051497,-83.69055449999999
9529,Kent Robert,OPERATIONAL,"2661 North Columbia Street, Milledgeville",33.1340875,-83.26974469999999
9534,Alfa Insurance - Jim Fain Agency,OPERATIONAL,"130 Log Cabin Road Northeast unit a, Milledgeville",33.1512005,-83.2692072
9535,LTC Financial Partners,OPERATIONAL,"122 Wildwood Drive, Eatonton",33.40481699999999,-83.255828
9536,Direct Auto Insurance,OPERATIONAL,"1402 Eatonton Road Suite 300, Madison",33.5754961,-83.4765208
9555,Equity Prime Insurance Consultants,OPERATIONAL,"1040 Founders Row, Greensboro",33.4552299,-83.2437003
9579,Alliance Insurance,OPERATIONAL,"440 15th Avenue Northwest #5857, Jasper",30.5230824,-82.96031099999999
9586,Harrell Insurance Agency,OPERATIONAL,"109 Hatley Street West, Jasper",30.518429,-82.94831289999999
9593,Barlow & Bowen Insurance Center: Barlow Dennis,OPERATIONAL,"2225 Bemiss Road, Valdosta",30.8630988,-83.27978010000001
9650,Moye's Insurance Inc,OPERATIONAL,"215 North Harris Street, Sandersville",32.984807,-82.8108781
9669,"Joesbury Insurance Agency, inc",OPERATIONAL,"538 West Hill Street, Thomson",33.4606261,-82.5092157
9702,John Phillips Jr - Aflac Insurance Agent,OPERATIONAL,"3801 Old Dawson Road, Albany",31.6135676,-84.2590093
9703,"Merritt Insurance, Investments & Consulting",OPERATIONAL,"112 Ashley Court, Leesburg",31.6661614,-84.26489049999999
9726,Insurance Services-Terrell C,OPERATIONAL,"163 South Main Street, Dawson",31.772967,-84.4469519
9750,Jack Fricks Jr - State Farm Insurance Agent,OPERATIONAL,"326 Elbert Street, Elberton",34.1077328,-82.8583088
9753,"Elbert Insurance Associates, Incorporated",OPERATIONAL,"520 Elbert Street, Elberton",34.1061576,-82.8553019
