,agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,GA_state,county,agency_simple
803,Houston & Co,OPERATIONAL,"307 Dogwood Drive, Nashville",31.205213300000004,-83.25512540000001,"31.205213300000004,-83.25512540000001",Nashville,Georgia,Berrien County,Houston & Co
804,Mary Miller - State Farm Insurance Agent,OPERATIONAL,"1340 Chattahoochee Drive, Rockmart",34.009443,-85.0362154,"34.009443,-85.0362154",Rockmart,Georgia,Polk County,Statefarm
805,Check Into Cash Title Pawn,OPERATIONAL,"801 North Main Street, Cedartown",34.026948499999996,-85.24924240000001,"34.026948499999996,-85.24924240000001",Cedartown,Georgia,Polk County,Check Into Cash Title Pawn
806,Jo Hulsey American Family Insurance,OPERATIONAL,"809 Shorter Avenue, Rome",34.2661962,-85.2039555,"34.26619619999999,-85.20395549999998",Rome,Georgia,Floyd County,American Family
807,Alan Parker - State Farm Insurance Agent,OPERATIONAL,"4909 Forsyth Road, Macon",32.880594800000004,-83.7244439,"32.880594800000004,-83.7244439",Macon,Georgia,Bibb County,Statefarm
808,AAA Macon,OPERATIONAL,"205 Tom Hill Sr Boulevard, Macon",32.8970044,-83.687538,"32.8970044,-83.68753799999998",Macon,Georgia,Bibb County,AAA Macon
809,Acceptance Insurance,OPERATIONAL,"1504 Lafayette Parkway, LaGrange",33.041708,-84.9807382,"33.041708,-84.98073819999998",LaGrange,Georgia,Troup County,Acceptance Insurance
810,Deidre Bembry - State Farm Insurance Agent,OPERATIONAL,"1111 Lower Fayetteville Road #200, Newnan",33.374367,-84.752372,"33.374367,-84.752372",Newnan,Georgia,Coweta County,Statefarm
811,J. Scott Taylor: Allstate Insurance,OPERATIONAL,"4046 Georgia 154 Ste 111, Newnan",33.4375073,-84.6929625,"33.4375073,-84.6929625",Newnan,Georgia,Coweta County,Allstate
812,AccuChoice - Antoine F. Smith,OPERATIONAL,"25 East Broad Street, Newnan",33.374047999999995,-84.798371,"33.37404800000001,-84.798371",Newnan,Georgia,Coweta County,AccuChoice - Antoine F. Smith
813,"Seguros Global, Inc.",OPERATIONAL,"19 East Broad Street, Newnan",33.374145500000004,-84.79851529999999,"33.374145500000004,-84.79851529999998",Newnan,Georgia,Coweta County,"Seguros Global, Inc."
814,Karen Bowen - Aflac Insurance Agent,OPERATIONAL,"114 Timber Ml, Newnan",33.3605043,-84.8006347,"33.3605043,-84.80063469999997",Newnan,Georgia,Coweta County,Aflac
815,Terry Harper - State Farm Insurance Agent,OPERATIONAL,"270 Court Square, Franklin",33.278369399999995,-85.0988757,"33.278369399999995,-85.09887570000002",Franklin,Georgia,Heard County,Statefarm
816,Christopher Chase,OPERATIONAL,"19 Jefferson Street, Newnan",33.3767607,-84.7986931,"33.3767607,-84.7986931",Newnan,Georgia,Coweta County,Christopher Chase
817,Allstate,OPERATIONAL,Carrollton,33.56815170000001,-85.0783309,"33.56815170000001,-85.0783309",Carrollton,Georgia,Carroll County,Allstate
818,Palmer & Cay,OPERATIONAL,"Northwest, Two Buckhead Plaza, 3050 Peachtree Road #475, Atlanta",33.8384687,-84.3810304,"33.83846870000001,-84.3810304",Atlanta,Georgia,Fulton County,Palmer & Cay
819,Birchett Insurance Agency,OPERATIONAL,"1315 Cleveland Highway, Dalton",34.79798529999999,-84.9626333,"34.79798529999999,-84.9626333",Dalton,Georgia,Whitfield County,Birchett Insurance Agency
820,Advance Insurance of Dalton,OPERATIONAL,"202 Fort Hill Circle, Dalton",34.7721477,-84.9650374,"34.7721477,-84.9650374",Dalton,Georgia,Whitfield County,Advance Insurance of Dalton
821,Brandon Combs - State Farm Insurance Agent,OPERATIONAL,"236 North Hamilton Street Unit 1, Dalton",34.7733561,-84.96759190000002,"34.77335610000001,-84.96759190000002",Dalton,Georgia,Whitfield County,Statefarm
822,Nationwide Insurance: Customer Focus Insurance Inc.,OPERATIONAL,"416 North Glenwood Avenue Ste 2, Dalton",34.7770033,-84.96482759999999,"34.7770033,-84.96482759999998",Dalton,Georgia,Whitfield County,Nationwide
823,John Hancock Life,OPERATIONAL,"1100 Peachtree Street Northeast, Atlanta",33.784819799999994,-84.3835317,"33.784819799999994,-84.38353169999998",Atlanta,Georgia,Fulton County,John Hancock Life
824,Delta Community Credit Union,OPERATIONAL,"80 Peachtree Place Northeast, Atlanta",33.7809643,-84.38502340000001,"33.7809643,-84.38502340000001",Atlanta,Georgia,Fulton County,Delta Community Credit Union
825,Whitefoord Community Program,OPERATIONAL,"256 Clifton Street Southeast, Atlanta",33.7459781,-84.3311061,"33.74597809999999,-84.3311061",Atlanta,Georgia,DeKalb County,Whitefoord Community Program
826,State Farm Insurance,OPERATIONAL,"137 South 1st Street, Cochran",32.387528100000004,-83.358316,"32.387528100000004,-83.358316",Cochran,Georgia,Bleckley County,Statefarm
827,Bree Harrell - State Farm Insurance Agent,OPERATIONAL,"24 Jackson Street South, Hawkinsville",32.2817964,-83.46701440000001,"32.2817964,-83.46701440000001",Hawkinsville,Georgia,Pulaski County,Statefarm
828,"Clemmons Agency, Inc.",OPERATIONAL,"119 Commerce Street, Hawkinsville",32.2832453,-83.467956,"32.2832453,-83.467956",Hawkinsville,Georgia,Pulaski County,"Clemmons Agency, Inc."
829,Georgia Farm Bureau,OPERATIONAL,"45 Jackson Street South, Hawkinsville",32.2803597,-83.46646659999999,"32.2803597,-83.46646659999998",Hawkinsville,Georgia,Pulaski County,Farm Bureau
830,Saunders Stuckey & Mullis Inc,OPERATIONAL,"320 Oak Street, Eastman",32.1991489,-83.180221,"32.1991489,-83.180221",Eastman,Georgia,Dodge County,Saunders Stuckey & Mullis Inc
831,Joe Gaddis - State Farm Insurance Agent,OPERATIONAL,"Courthouse Sq, Trenton",34.871955799999995,-85.5098593,"34.87195579999999,-85.5098593",Trenton,Georgia,Dade County,Statefarm
832,CYA Agency Inc,OPERATIONAL,"7913 Pea Ridge Road, Lula",34.4575724,-83.6746328,"34.4575724,-83.6746328",Lula,Georgia,Hall County,CYA Agency Inc
833,John Essigman Wealth Advisors LLC,OPERATIONAL,"141 North Main Street, Cleveland",34.598769,-83.7634365,"34.598769,-83.7634365",Cleveland,Georgia,White County,John Essigman Wealth Advisors LLC
834,Ash Welborn Insurance,OPERATIONAL,"103 Midway Crossing Suite A, Cornelia",34.5446873,-83.54689379999999,"34.5446873,-83.54689379999998",Cornelia,Georgia,Habersham County,Ash Welborn Insurance
835,John Hancock,OPERATIONAL,"2995 Alto-Mud Creek Road, Alto",34.4820023,-83.6068071,"34.4820023,-83.6068071",Alto,Georgia,Habersham County,John Hancock
836,Affordable Insurance,OPERATIONAL,"837 East Currahee Street, Toccoa",34.5766419,-83.31584009999999,"34.5766419,-83.31584009999999",Toccoa,Georgia,Stephens County,Affordable Insurance
837,Julie Poulson - COUNTRY Financial representative,OPERATIONAL,"1286 Washington Street, Clarkesville",34.6139664,-83.524466,"34.61396639999999,-83.52446599999998",Clarkesville,Georgia,Habersham County,Country
838,Farmers Insurance - William Ferguson,OPERATIONAL,"1539 Georgia 129, Cleveland",34.5755221,-83.76338009999999,"34.5755221,-83.76338009999998",Cleveland,Georgia,White County,Farmers Insurance - William Ferguson
839,TIAA Financial Services,OPERATIONAL,"6 Concourse Parkway Suite 2600, Atlanta",33.917001,-84.356104,"33.917001,-84.356104",Sandy Springs,Georgia,Fulton County,TIAA Financial Services
840,BBWH Insurors,OPERATIONAL,"1208 Merchant Way, Statesboro",32.410408399999994,-81.76918559999999,"32.410408399999994,-81.76918559999999",Statesboro,Georgia,Bulloch County,BBWH Insurors
841,Georgia Farm Bureau,OPERATIONAL,"1552 Highway 441 N, Clayton",34.8992394,-83.3917491,"34.8992394,-83.3917491",Clayton,Georgia,Rabun County,Farm Bureau
842,Life Insurance for Life: Peter Goldfine,OPERATIONAL,"957 Franklin Street #100, Dillard",34.97359779999999,-83.3840997,"34.97359779999999,-83.3840997",Dillard,Georgia,Rabun County,Life Insurance for Life: Peter Goldfine
843,Kilby Brian,OPERATIONAL,"1552 U.S. 441, Clayton",34.8990114,-83.3918338,"34.8990114,-83.39183380000001",Clayton,Georgia,Rabun County,Kilby Brian
844,"A.W. Adams Insurance, LLC",OPERATIONAL,"30 Commerce Street, Clayton",34.8776126,-83.3987809,"34.8776126,-83.39878089999998",Clayton,Georgia,Rabun County,"A.W. Adams Insurance, LLC"
845,Allstate,OPERATIONAL,"30 Commerce Street, Clayton",34.8776109,-83.398783,"34.87761089999999,-83.398783",Clayton,Georgia,Rabun County,Allstate
846,Bynum Insurance Agency,OPERATIONAL,"151 Hiawassee Street, Clayton",34.879789,-83.4035061,"34.879789,-83.40350610000002",Clayton,Georgia,Rabun County,Bynum Insurance Agency
847,Parks Carolyn,OPERATIONAL,Clayton,34.8781479,-83.4009933,"34.8781479,-83.4009933",Clayton,Georgia,Rabun County,Parks Carolyn
848,Appalachian Insurance Agency,OPERATIONAL,"621 U.S. 441 #2, Clayton",34.869513,-83.40017900000001,"34.869513,-83.40017900000001",Clayton,Georgia,Rabun County,Appalachian Insurance Agency
849,Aflac,OPERATIONAL,"53 Thunder Road, Dawsonville",34.4257363,-84.1358012,"34.4257363,-84.1358012",Dawsonville,Georgia,Dawson County,Aflac
850,Peachstate Insurance,OPERATIONAL,"250 Atlanta Road, Cumming",34.2028321,-84.134884,"34.20283209999999,-84.134884",Cumming,Georgia,Forsyth County,Peachstate Insurance
851,Rusty Smith - State Farm Insurance Agent,OPERATIONAL,"214 Canton Road a, Cumming",34.210009,-84.1438948,"34.210009,-84.1438948",Cumming,Georgia,Forsyth County,Statefarm
852,Sutter McLellan & Gilbreath,OPERATIONAL,"416 Pirkle Ferry Road, Cumming",34.2068333,-84.1317432,"34.20683330000001,-84.1317432",Cumming,Georgia,Forsyth County,Sutter McLellan & Gilbreath
853,Alfa Insurance Co,OPERATIONAL,"3723 Robinson Drive # C, Oakwood",34.2307973,-83.867796,"34.2307973,-83.867796",Oakwood,Georgia,Hall County,Alfa
854,Advantage Insurers Inc,OPERATIONAL,"111 West Kytle Street, Cleveland",34.5965532,-83.7653074,"34.5965532,-83.7653074",Cleveland,Georgia,White County,Advantage Insurers Inc
855,James Cooper - Aflac Insurance Agent,OPERATIONAL,"180 Moores Drive, Dahlonega",34.5411507,-83.98467600000001,"34.54115069999999,-83.98467600000001",Dahlonega,Georgia,Lumpkin County,Aflac
856,Chapman Insurance,OPERATIONAL,"144 Stamp Mill Drive, Dahlonega",34.497295,-83.959133,"34.497295,-83.959133",Dahlonega,Georgia,Lumpkin County,Chapman Insurance
857,Southern Insurance of Cairo,OPERATIONAL,"12 1st Avenue Northeast, Cairo",30.8774214,-84.2075817,"30.8774214,-84.20758169999998",Cairo,Georgia,Grady County,Southern Insurance of Cairo
858,Aflac: Erin Kirkland,OPERATIONAL,"1775 Pine Park Road, Cairo",30.833907300000003,-84.17186219999999,"30.833907300000003,-84.17186219999998",Cairo,Georgia,Grady County,Aflac
859,Farmers Insurance Group,OPERATIONAL,"201 East 1st Street, Vidalia",32.2165905,-82.41152740000001,"32.2165905,-82.41152740000001",Vidalia,Georgia,Toombs County,Farmers Insurance Group
860,Matthew Tyson - State Farm Insurance Agent,OPERATIONAL,"305 South Zetterower Avenue, Statesboro",32.4409572,-81.7801733,"32.4409572,-81.7801733",Statesboro,Georgia,Bulloch County,Statefarm
861,"McNeal Agency, Inc.",OPERATIONAL,"1717 Russell Parkway, Warner Robins",32.5931313,-83.6614276,"32.5931313,-83.6614276",Warner Robins,Georgia,Houston County,"McNeal Agency, Inc."
862,Direct Auto Insurance,OPERATIONAL,"1220 Russell Parkway Suite 1, Warner Robins",32.594517100000004,-83.6485398,"32.594517100000004,-83.6485398",Warner Robins,Georgia,Houston County,Direct Auto Insurance
863,Nancy Deighan - State Farm Insurance Agent,OPERATIONAL,"324 Butten Drive, Bonaire",32.555372999999996,-83.6586528,"32.555372999999996,-83.6586528",Bonaire,Georgia,Houston County,Statefarm
864,Alfa Insurance - Jacob Gore Agency,OPERATIONAL,"1238 South Houston Lake Road Ste 2, Warner Robins",32.568289899999996,-83.66238309999999,"32.568289899999996,-83.66238309999999",Warner Robins,Georgia,Houston County,Alfa
865,Alfa Insurance - ADO Insurance,OPERATIONAL,"2314 Moody Road, Warner Robins",32.5866924,-83.622376,"32.58669239999999,-83.622376",Warner Robins,Georgia,Houston County,Alfa
866,Elwood Waites Insurance,OPERATIONAL,Perry,32.4655255,-83.7300204,"32.4655255,-83.7300204",Perry,Georgia,Houston County,Elwood Waites Insurance
867,Henry Hopson Jr - State Farm Insurance Agent,OPERATIONAL,"104 Gunn Road ste a, Centerville",32.62407,-83.68862299999999,"32.62407,-83.68862299999998",Centerville,Georgia,Houston County,Statefarm
868,Signature Insurance Group,OPERATIONAL,"950 South Broad Street, Commerce",34.1950245,-83.44855279999999,"34.1950245,-83.44855279999999",Commerce,Georgia,Jackson County,Signature Insurance Group
869,Farmers Insurance - D Allen Morris,OPERATIONAL,"201 East 1st Street, Vidalia",32.2166123,-82.4115414,"32.2166123,-82.41154139999998",Vidalia,Georgia,Toombs County,Farmers Insurance - D Allen Morris
870,Economy Insurance & Tax,OPERATIONAL,"520 Gentilly Road, Statesboro",32.434009,-81.770289,"32.434009,-81.77028899999998",Statesboro,Georgia,Bulloch County,Economy Insurance & Tax
871,C T Brokerage LLC,OPERATIONAL,"709 East Main Street, Colquitt",31.172294800000003,-84.71989659999998,"31.172294800000003,-84.71989660000001",Colquitt,Georgia,Miller County,C T Brokerage LLC
872,Ryan Jeremy,OPERATIONAL,"218 South West Street B, Bainbridge",30.904567999999998,-84.5766213,"30.90456799999999,-84.5766213",Bainbridge,Georgia,Decatur County,Ryan Jeremy
873,Rick Hill - State Farm Insurance Agent,OPERATIONAL,"5111 Armour Road, Columbus",32.5143244,-84.95330390000001,"32.51432440000001,-84.95330390000001",Columbus,Georgia,Muscogee County,Statefarm
874,Thomas Insurance,OPERATIONAL,"5001 14th Avenue, Columbus",32.5129121,-84.9706695,"32.5129121,-84.9706695",Columbus,Georgia,Muscogee County,Thomas Insurance
875,Pass Agency,OPERATIONAL,"5727 Moon Road # F, Columbus",32.5265195,-84.92700579999999,"32.5265195,-84.92700579999998",Columbus,Georgia,Muscogee County,Pass Agency
876,Becky Goldsmith - State Farm Insurance Agent,OPERATIONAL,"7505 Veterans Parkway, Columbus",32.5558623,-84.9461455,"32.5558623,-84.9461455",Columbus,Georgia,Muscogee County,Statefarm
877,M. C. Phillips: Allstate Insurance,OPERATIONAL,"1601 12th Street Ste 6, Columbus",32.4689356,-84.96877540000001,"32.46893559999999,-84.96877540000001",Columbus,Georgia,Muscogee County,Allstate
878,Blue Cross Blue Shield of GA-Lisa Lyle,OPERATIONAL,"400-C Hawthorne Lane, Athens",33.9694722,-83.4168648,"33.9694722,-83.4168648",Athens,Georgia,Clarke County,Blue Cross Blue Shield of GA-Lisa Lyle
879,"Hyman Brown Insurance Agency, Inc. (hbia)",OPERATIONAL,"1195 Washington Street, Jefferson",34.1296351,-83.5869222,"34.1296351,-83.58692219999998",Jefferson,Georgia,Jackson County,"Hyman Brown Insurance Agency, Inc. (hbia)"
880,Affiliated Insurance Group,OPERATIONAL,"101 Devant Street # 902B, Fayetteville",33.4501045,-84.4836624,"33.45010450000001,-84.4836624",Fayetteville,Georgia,Fayette County,Affiliated Insurance Group
881,Gerald Bailey Insurance,OPERATIONAL,"314 North Expressway, Griffin",33.2521468,-84.2872334,"33.2521468,-84.28723339999998",Griffin,Georgia,Spalding County,Gerald Bailey Insurance
882,Scott Woodward - State Farm Insurance Agent,OPERATIONAL,"7280 Georgia 16 ste k, Senoia",33.294059399999995,-84.5722091,"33.294059399999995,-84.5722091",Senoia,Georgia,Coweta County,Statefarm
883,Tim Furlow,OPERATIONAL,"207 East Taylor Street, Griffin",33.2471017,-84.26210400000001,"33.2471017,-84.26210400000001",Griffin,Georgia,Spalding County,Tim Furlow
884,Cotton States Insurance,OPERATIONAL,"244 Odell Road # 4, Griffin",33.2164467,-84.2900614,"33.21644669999999,-84.2900614",Griffin,Georgia,Spalding County,Cotton States Insurance
885,Acceptance Insurance,OPERATIONAL,"1435 North Expressway Ste 102, Griffin",33.2715842,-84.2923668,"33.2715842,-84.2923668",Griffin,Georgia,Spalding County,Acceptance Insurance
886,Aflac: Bonnie Bishop,OPERATIONAL,"74 Cody Trail, Senoia",33.292939000000004,-84.535441,"33.292939000000004,-84.53544099999998",Senoia,Georgia,Coweta County,Aflac
887,Farmers Insurance - Ragan Peluso,OPERATIONAL,"287B College Drive, Barnesville",33.0550792,-84.1535537,"33.0550792,-84.15355369999997",Barnesville,Georgia,Lamar County,Farmers Insurance - Ragan Peluso
888,Smarr Financial Services,OPERATIONAL,"3399 Peachtree Road, Atlanta",33.8456761,-84.35942159999999,"33.8456761,-84.35942159999998",Atlanta,Georgia,Fulton County,Smarr Financial Services
889,Darrin Collins: Allstate Insurance,OPERATIONAL,"5901 Ptrdndy Rd Ste C80, NE, Atlanta",33.91627020000001,-84.35037340000001,"33.91627020000001,-84.35037340000001",Atlanta,Georgia,Fulton County,Allstate
890,Partners Benefit Group,OPERATIONAL,"120 North Madison Street, Thomasville",30.837852,-83.9815439,"30.837852,-83.98154389999998",Thomasville,Georgia,Thomas County,Partners Benefit Group
891,Michael Barr - State Farm Insurance Agent,OPERATIONAL,"311 Kern Street, Thomasville",30.8361825,-83.9673282,"30.8361825,-83.9673282",Thomasville,Georgia,Thomas County,Statefarm
892,Farmers Insurance - Angelia Jacobs,OPERATIONAL,"604 Fleming Road, Cordele",31.9631265,-83.7680912,"31.9631265,-83.7680912",Cordele,Georgia,Crisp County,Farmers Insurance - Angelia Jacobs
893,Grimsley Agency,OPERATIONAL,"203 Commerce Street, Hawkinsville",32.2854574,-83.48146870000001,"32.2854574,-83.48146870000001",Hawkinsville,Georgia,Pulaski County,Grimsley Agency
894,Benefit Specialists Group Inc,OPERATIONAL,"106 7th Street North # K, Cordele",31.969417200000002,-83.7823755,"31.969417200000002,-83.7823755",Cordele,Georgia,Crisp County,Benefit Specialists Group Inc
895,Ballinger Ann,OPERATIONAL,"103 Midway Crossing # A, Demorest",34.5465381,-83.55117340000001,"34.5465381,-83.55117340000001",Demorest,Georgia,Habersham County,Ballinger Ann
896,Frandisco Property & Casualty,OPERATIONAL,"135 East Tugalo Street, Toccoa",34.5805151,-83.3278853,"34.5805151,-83.32788529999998",Toccoa,Georgia,Stephens County,Frandisco Property & Casualty
897,Shucheng Xu American Family Insurance,OPERATIONAL,"2175 Highpoint Road, Snellville",33.8497813,-84.043464,"33.84978129999999,-84.043464",Snellville,Georgia,Gwinnett County,American Family
898,All City Insurance,OPERATIONAL,"173 Dekalb Industrial Way, Decatur",33.781089,-84.2736364,"33.78108899999999,-84.2736364",Decatur,Georgia,DeKalb County,All City Insurance
899,Prudential | Bill Markert | Life Insurance & Financial Services,OPERATIONAL,"250 East Ponce de Leon Avenue #322, Decatur",33.775940000000006,-84.2931747,"33.775940000000006,-84.29317470000002",Decatur,Georgia,DeKalb County,Prudential | Bill Markert | Life Insurance & Financial Services
900,Stacey Randolph-Castillo: Allstate Insurance,OPERATIONAL,"1745 Highway 138 Southeast Ste C7, Conyers",33.644386499999996,-84.016133,"33.644386499999996,-84.016133",Conyers,Georgia,Rockdale County,Allstate
901,Taryn Lawrence - State Farm Insurance Agent,OPERATIONAL,"1234 South Hairston Road #22, Stone Mountain",33.7591949,-84.19589350000001,"33.7591949,-84.19589350000001",Stone Mountain,Georgia,DeKalb County,Statefarm
902,Triumph Research Specialists,OPERATIONAL,"279 West Crogan Street, Lawrenceville",33.9559545,-83.9907528,"33.9559545,-83.9907528",Lawrenceville,Georgia,Gwinnett County,Triumph Research Specialists
903,The Hartford,OPERATIONAL,"1026 12 Oaks Circle, Watkinsville",33.8831042,-83.433251,"33.88310419999999,-83.43325100000001",Watkinsville,Georgia,Oconee County,The Hartford
904,Bruce Morris - State Farm Insurance Agent,OPERATIONAL,"1600 South Main Street a, Greensboro",33.5594434,-83.1850585,"33.5594434,-83.1850585",Greensboro,Georgia,Greene County,Statefarm
905,Angie Phelps Insurance,OPERATIONAL,"116 North Main Street, Greensboro",33.576537,-83.182856,"33.576537,-83.182856",Greensboro,Georgia,Greene County,Angie Phelps Insurance
906,Franklin Insurance Inc,OPERATIONAL,"818 East Robert Toombs Avenue, Washington",33.7297322,-82.72136390000001,"33.7297322,-82.72136390000001",Washington,Georgia,Wilkes County,Franklin Insurance Inc
907,Jeremy Hoyt - COUNTRY Financial representative,OPERATIONAL,"6 W Public Square, Washington",33.7374441,-82.7395879,"33.7374441,-82.73958789999998",Washington,Georgia,Wilkes County,Country
908,Johnson Insurance Services,OPERATIONAL,"103 South Alexander Avenue, Washington",33.73609879999999,-82.73635909999999,"33.73609879999999,-82.73635910000002",Washington,Georgia,Wilkes County,Johnson Insurance Services
909,Nationwide Insurance: Angela L Atkinson Agency,OPERATIONAL,"114 East Broad Street, Greensboro",33.576032899999994,-83.1818483,"33.576032899999994,-83.1818483",Greensboro,Georgia,Greene County,Nationwide
910,Signature Insurance Group,OPERATIONAL,"116 North Main Street, Greensboro",33.5765434,-83.18283000000001,"33.5765434,-83.18283000000001",Greensboro,Georgia,Greene County,Signature Insurance Group
911,"Lakeside Coverage, Inc",OPERATIONAL,"1060 Salem Walk Drive, Greensboro",33.463708399999994,-83.2424342,"33.46370839999999,-83.24243419999998",Greensboro,Georgia,Greene County,"Lakeside Coverage, Inc"
912,AIC/Insuring America,OPERATIONAL,"6340 Lake Oconee Parkway #100, Greensboro",33.457172,-83.244095,"33.457172,-83.24409500000002",Greensboro,Georgia,Greene County,AIC/Insuring America
913,Georgia Farm Bureau,OPERATIONAL,"1570 South Main Street, Greensboro",33.560548600000004,-83.1842638,"33.560548600000004,-83.1842638",Greensboro,Georgia,Greene County,Farm Bureau
914,Tri-County Insurance,OPERATIONAL,"638 Thomson Highway, Warrenton",33.4083979,-82.6426135,"33.4083979,-82.6426135",Warrenton,Georgia,Warren County,Tri-County Insurance
915,Howard Hightower - State Farm Insurance Agent,OPERATIONAL,"5960 Zebulon Road, Macon",32.878178399999996,-83.7607058,"32.878178399999996,-83.7607058",Macon,Georgia,Bibb County,Statefarm
916,TikkunOlam & Company Insurance,OPERATIONAL,"3313 Holley Road, Lizella",32.8021748,-83.80419870000001,"32.8021748,-83.80419870000001",Lizella,Georgia,Bibb County,TikkunOlam & Company Insurance
917,Willis Insurance: Baltz Dennis,OPERATIONAL,"1 Glenlake Parkway Northeast # 1100, Atlanta",33.9343646,-84.35933229999999,"33.93436459999999,-84.35933229999998",Sandy Springs,Georgia,Fulton County,Willis Insurance: Baltz Dennis
918,Northwest Mutual Insurance Co,OPERATIONAL,"5 Concourse Parkway # 2410, Atlanta",33.9169723,-84.35459909999999,"33.9169723,-84.35459909999999",Atlanta,Georgia,Fulton County,Northwest Mutual Insurance Co
919,Financial Management Brokerage,OPERATIONAL,"233 12th Street #330, Columbus",32.4687895,-84.9893935,"32.4687895,-84.98939349999998",Columbus,Georgia,Muscogee County,Financial Management Brokerage
920,Flowers-Lewis & Associates,OPERATIONAL,"2221 Manchester Expressway, Columbus",32.5073228,-84.9599059,"32.5073228,-84.9599059",Columbus,Georgia,Muscogee County,Flowers-Lewis & Associates
921,Humana Inc,OPERATIONAL,"1224 Peacock Avenue, Columbus",32.4703707,-84.9615364,"32.47037069999999,-84.9615364",Columbus,Georgia,Muscogee County,Humana Inc
922,Farm Bureau Mutual Insurance,OPERATIONAL,"229 Johnson Street Southeast, Dawson",31.772262899999994,-84.44590459999999,"31.77226289999999,-84.44590459999998",Dawson,Georgia,Terrell County,Farm Bureau
923,AXIS Capital,OPERATIONAL,"10000 Avalon Boulevard Suite 200, Alpharetta",34.0698047,-84.27429980000001,"34.06980469999999,-84.27429980000001",Alpharetta,Georgia,Fulton County,AXIS Capital
924,Balanced Equities Inc,OPERATIONAL,"312 Maxwell Road #400, Alpharetta",34.067751799999996,-84.300735,"34.067751799999996,-84.300735",Alpharetta,Georgia,Fulton County,Balanced Equities Inc
925,Dave Harden - State Farm Insurance Agent,OPERATIONAL,"5950 Bethelview Road #100, Cumming",34.164635100000005,-84.17800759999999,"34.16463509999999,-84.17800759999999",Cumming,Georgia,Forsyth County,Statefarm
926,Chad Logan - COUNTRY Financial representative,OPERATIONAL,"800 Old Dawson Village Road Ste 120, Dawsonville",34.3619789,-84.0323968,"34.3619789,-84.0323968",Dawsonville,Georgia,Dawson County,Country
927,Taylor Insurance Services,OPERATIONAL,"227 Sandy Springs Place Northeast d133, Atlanta",33.920169,-84.382253,"33.920169,-84.38225299999998",Sandy Springs,Georgia,Fulton County,Taylor Insurance Services
928,Leonard Insurance Inc,OPERATIONAL,"123 Murray Street, Chatsworth",34.8240875,-84.75689820000001,"34.82408749999999,-84.75689820000002",Chatsworth,Georgia,Murray County,Leonard Insurance Inc
929,Sam Clinkscales Jr Agency,OPERATIONAL,"1516 Clinkscales Road, Blakely",31.3927124,-84.8555429,"31.3927124,-84.8555429",Blakely,Georgia,Early County,Sam Clinkscales Jr Agency
930,Oak City Insurance,OPERATIONAL,"504 Planter Street, Bainbridge",30.908074600000003,-84.5723469,"30.908074600000003,-84.5723469",Bainbridge,Georgia,Decatur County,Oak City Insurance
931,"Stacy Culpepper Agency, LLC American Family Insurance",OPERATIONAL,"1071 Founders Boulevard, Athens",33.9084849,-83.45335440000001,"33.9084849,-83.45335440000001",Athens,Georgia,Oconee County,American Family
932,State Farm,OPERATIONAL,"103 Darsa Drive, Dublin",32.5443732,-82.9404986,"32.5443732,-82.9404986",Dublin,Georgia,Laurens County,Statefarm
933,Retirebydesign,OPERATIONAL,"1412 Russell Parkway, Warner Robins",32.594383,-83.6524939,"32.59438299999999,-83.65249390000002",Warner Robins,Georgia,Houston County,Retirebydesign
934,Phillip Kidd Financial,OPERATIONAL,"1108 North Way, Darien",31.379062,-81.4331056,"31.379062,-81.43310559999998",Darien,Georgia,McIntosh County,Phillip Kidd Financial
935,Galis/Stewart Insurance,OPERATIONAL,"1401 Union Street, Brunswick",31.148346500000002,-81.4931546,"31.148346500000002,-81.4931546",Brunswick,Georgia,Glynn County,Galis/Stewart Insurance
936,"Robinson & Associates Insurance, Inc",OPERATIONAL,"4 Retreat Place, St. Simons Island",31.158906599999998,-81.38927530000001,"31.158906599999998,-81.38927530000001",St. Simons Island,Georgia,Glynn County,"Robinson & Associates Insurance, Inc"
937,Client Tell,OPERATIONAL,"3185 Madison Highway, Valdosta",30.7637548,-83.26729190000002,"30.7637548,-83.26729189999998",Valdosta,Georgia,Lowndes County,Client Tell
938,Southside Title Pawn,OPERATIONAL,"414 N, Saint Augustine Road, Valdosta",30.8323349,-83.3114805,"30.8323349,-83.3114805",Valdosta,Georgia,Lowndes County,Southside Title Pawn
939,Intervest International Inc,OPERATIONAL,"3402 Bemiss Road, Valdosta",30.8876,-83.272,"30.8876,-83.27199999999998",Valdosta,Georgia,Lowndes County,Intervest International Inc
940,State Farm,OPERATIONAL,Quitman,30.784647200000002,-83.5575571,"30.784647200000002,-83.5575571",Quitman,Georgia,Brooks County,Statefarm
941,Woodmen of the World Insurance,OPERATIONAL,"401 Prosser Road, Milledgeville",33.077778,-83.055412,"33.077778,-83.05541199999998",Milledgeville,Georgia,Baldwin County,Woodmen of the World Insurance
942,Woodmen of the World Insurance,OPERATIONAL,"57 West Calhoun Street, Wadley",32.866086800000005,-82.4064058,"32.866086800000005,-82.4064058",Wadley,Georgia,Jefferson County,Woodmen of the World Insurance
943,Jordan Peavey - State Farm Insurance Agent,OPERATIONAL,"305 West Main Street, Swainsboro",32.594543699999996,-82.3387453,"32.594543699999996,-82.3387453",Swainsboro,Georgia,Emanuel County,Statefarm
