,agency_name,agency_status,agency_address,agency_latitude,agency_longitude
491,Allstate Insurance Agent: Larry Brown,OPERATIONAL,"1416 East 16th Avenue unit c, Cordele",31.9609484,-83.75948079999998
492,"Clemmons Agency, Inc.",OPERATIONAL,"119 Commerce Street, Hawkinsville",32.2832453,-83.467956
493,Flint Area Abstract & Title Co,OPERATIONAL,"146 Twin Pines Road, Cordele",31.975871500000004,-83.69858479999998
494,Derek Hutcheson - State Farm Insurance Agent,OPERATIONAL,"401 Main Street, Eastman",32.1959994,-83.174382
495,Global-Net Insurance,OPERATIONAL,"5305 Anson Avenue, Eastman",32.20002589999999,-83.17621390000001
496,The Jill Johnson Agency,OPERATIONAL,"1500 College Street, Eastman",32.1801659,-83.1659171
497,State Farm Insurance,OPERATIONAL,"21 South 2nd Avenue, McRae-Helena",32.067415000000004,-82.8994791
498,Charles Robinson Insurance,OPERATIONAL,"5221 4th Avenue, Eastman",32.1984766,-83.1752944
499,Stamps-Walker Agency Inc,OPERATIONAL,"34 West Oak Street, McRae-Helena",32.0681953,-82.9006217
500,Harrell Insurance,OPERATIONAL,"112 West Oak Street, McRae-Helena",32.0681104,-82.8979763
501,Georgia Farm Bureau,OPERATIONAL,"193 East Oak Street, McRae-Helena",32.0619554,-82.88250219999998
502,Griffin Agency,OPERATIONAL,"116 West Central Avenue, Fitzgerald",31.7145271,-83.25526049999999
503,Embry Harrell H,OPERATIONAL,"116 West Oak Street, McRae-Helena",32.0696132,-82.9073444
504,Daniel Ellis - State Farm Insurance Agent,OPERATIONAL,"37 West Jefferson Street, Hazlehurst",31.8624623,-82.60629300000001
505,Mt Vernon Insurance,OPERATIONAL,"303 West Spring Street, Mount Vernon",32.1782655,-82.59762990000002
506,Georgia Farm Bureau,OPERATIONAL,"255 South Railroad Avenue, Mount Vernon",32.17591410000001,-82.5953771
507,Mike Manning - State Farm Insurance Agent,OPERATIONAL,"408 Jackson Street, Vidalia",32.2136635,-82.41334659999998
508,Ashford Advisors,OPERATIONAL,"313 Maple Drive, Vidalia",32.2065803,-82.3915981
509,Glenn Mixon Agency Inc,OPERATIONAL,"123 Meadows Street, Vidalia",32.2175588,-82.41198490000001
510,Allstate Insurance Agency,OPERATIONAL,"108 North Main Street A, Reidsville",32.087567699999994,-82.11845720000001
511,Nationwide Insurance: Dennis Banks Agency Inc.,OPERATIONAL,"312 Maple Drive, Vidalia",32.206232799999995,-82.39105169999998
512,Montgomery Bank & Trust,OPERATIONAL,"1705 East 1st Street, Vidalia",32.2102569,-82.39059379999998
513,Cash Express Title Pawn,OPERATIONAL,"1406 East 1st Street, Vidalia",32.2121033,-82.3951781
514,Sowell Insurance Inc,OPERATIONAL,"208 College Street, Vidalia",32.220890000000004,-82.4162465
515,Bishop Durden Insurance Group,OPERATIONAL,"400 Jackson Street, Vidalia",32.214352000000005,-82.4129873
516,Kailey Dees - State Farm Insurance Agent,OPERATIONAL,"205 Rigsbee Drive, Vidalia",32.210732,-82.3951515
517,Elite Insurance Group,OPERATIONAL,"169 South Main Street, Reidsville",32.0850868,-82.11497489999998
518,Parker Insurance,OPERATIONAL,"117 South Main Street, Reidsville",32.0862257,-82.11653340000001
519,"W. Brian Threlkeld Associates, Incorproated",OPERATIONAL,"604 South Main Street, Glennville",31.930000399999997,-81.9318486
520,Deloach Odell and Associates - New York Life,OPERATIONAL,"5 North Newton Street, Claxton",32.1619912,-81.90473440000002
521,Beasley's Insurance Inc,OPERATIONAL,"327 North Duval Street # B, Claxton",32.1632884,-81.9039991
522,Caughey Hearn - State Farm Insurance Agent,OPERATIONAL,"7573 U.S. 280, Claxton",32.160587199999995,-81.92563299999998
523,Newsome Teresa,OPERATIONAL,"104 East 1st Street, Vidalia",32.21739109999999,-82.4124755
524,State Farm Insurance,OPERATIONAL,"10 Stephens Street, Pembroke",32.1350473,-81.6237536
525,Georgia Farm Bureau,OPERATIONAL,"908 West Main Street, Claxton",32.160192800000004,-81.9219833
526,Military Service Representing,OPERATIONAL,"102 South Gause Street # B, Hinesville",31.849062899999996,-81.60082589999998
527,Barker & Associates Insurance,OPERATIONAL,"31 Constitution Way b, Richmond Hill",31.9403791,-81.3057819
528,Bill Lucas Insurance,OPERATIONAL,"2591 U.S. 17 #300, Richmond Hill",31.9462458,-81.313971
529,Senior Benefit SE,OPERATIONAL,"177 Zeigler Road, Bloomingdale",32.147324499999996,-81.336568
530,Sam Sharpe - State Farm Insurance Agent,OPERATIONAL,"114 Canal Street Suite 103, Pooler",32.1332696,-81.25308790000001
531,CFS Insurance,OPERATIONAL,"100 Blue Heron Drive, Savannah",32.0300474,-80.96565
532,SunTrust,OPERATIONAL,"324 Johnny Mercer Boulevard, Savannah",32.0146852,-80.9816891
533,Lynn Walker - State Farm Insurance Agent,OPERATIONAL,"6710 Johnny Mercer Boulevard, Savannah",32.0195027,-80.9750241
534,Select Risk Management LLC,OPERATIONAL,"190 Oxford Drive, Richmond Hill",31.893196600000003,-81.26158290000001
535,Colonial South Insurance,OPERATIONAL,"15 Hospital Center Commons, Hilton Head Island",32.2227897,-80.7136886
536,P C & L Agency Inc,OPERATIONAL,"12 Lafayette Place, Hilton Head Island",32.21351800000001,-80.72182109999999
537,Plantation Title Agency Inc,OPERATIONAL,"100, 32 Office Park Road, Hilton Head Island",32.15373059999999,-80.7655848
538,Ila-Employers Welfare Fund,OPERATIONAL,"10 Mersey Way, Savannah",32.050661,-81.16440600000001
539,Point Pelican,OPERATIONAL,"1010 E. Hwy 80, Suite 5, Box 918, Tybee Island",32.0190653,-80.8535426
540,Mutual of Omaha Insurance Co,OPERATIONAL,"275 18th Street, Columbus",32.4801006,-84.9893517
541,SunTrust,OPERATIONAL,"1246 1st Avenue, Columbus",32.4702573,-84.9913256
542,Mass Mutual Financial Group,OPERATIONAL,"233 12th Street UNIT 302, Columbus",32.468857899999996,-84.9894736
543,GEICO Insurance Agent,OPERATIONAL,"6053 Veterans Parkway Suite 201, Columbus",32.5320648,-84.95665890000001
544,Centene Corporation,OPERATIONAL,"707 Center Street, Columbus",32.4819044,-84.982883
545,Seckinger & Associates,OPERATIONAL,"1604 Preston Drive, Columbus",32.477069,-84.95054999999998
546,Acceptance Insurance,OPERATIONAL,"3604 Macon Road #8, Columbus",32.487585700000004,-84.93198819999998
547,Frontier Adjusters Inc,OPERATIONAL,Columbus,32.46,-84.99
548,Aflac,OPERATIONAL,"1034 Amber Drive, Columbus",32.4705239,-84.89204609999999
549,Aflac,OPERATIONAL,"5225 Kingsberry Street, Columbus",32.47957940000001,-84.9049975
550,Direct Auto Insurance,OPERATIONAL,"3907 Victory Drive, Columbus",32.411826899999994,-84.94098149999998
551,SunTrust,OPERATIONAL,"3491 Courtyard Way, Columbus",32.50901750000001,-84.9381233
552,A-1 Auto Insurance,OPERATIONAL,"3603 Victory Drive, Columbus",32.420488899999995,-84.9452278
553,"Southern Harvest Insurance Agency, Inc.",OPERATIONAL,"2164 Fort Benning Road, Columbus",32.414550899999995,-84.9415885
554,Walker Enterprises Insurance,OPERATIONAL,"3728 Caspian Drive, Columbus",32.4391217,-84.9303103
555,M. C. Phillips: Allstate Insurance,OPERATIONAL,"1601 12th Street Ste 6, Columbus",32.46893559999999,-84.96877540000001
556,The Dan Menefee Insurance Agency,OPERATIONAL,"132 North Oakley Drive #6, Columbus",32.448041700000005,-84.92879079999999
557,James Holman - Aflac Insurance Agent,OPERATIONAL,"2714 Lynda Lane, Columbus",32.489035,-84.951054
558,Interlock Insurance,OPERATIONAL,"200 Cotton Avenue, Americus",32.07345159999999,-84.23503889999998
559,Georgia Farm Bureau,OPERATIONAL,"17 Main Street, Ellaville",32.23774129999999,-84.30822890000002
560,BB&T Insurance Services,OPERATIONAL,"506 Houston Street, Montezuma",32.294753299999996,-84.0286382
561,Central South Insurance Agency,OPERATIONAL,"331 Drayton Street, Montezuma",32.305535,-84.02857999999998
562,Buena Vista Insurance Agency,OPERATIONAL,"109 East 6th Avenue, Buena Vista",32.31776869999999,-84.51724039999998
563,Newman Agency Inc,OPERATIONAL,"136 South Lee Street # B, Americus",32.0708919,-84.2317642
564,Ginger Starlin - State Farm Insurance Agent,OPERATIONAL,"1558 East Forsyth Street suite a, Americus",32.07178990000001,-84.2106189
565,Cole Agency Inc,OPERATIONAL,"319 Walnut Street, Montezuma",32.2930187,-84.0239603
566,Flint River Insurance,OPERATIONAL,"458 Main Street, Byromville",32.2021821,-83.90647390000001
567,Farmers Insurance - John Offenberg,OPERATIONAL,"1273D Pine Street, Unadilla",32.2515578,-83.74161509999998
568,Bob Hanner & Associates Inc,OPERATIONAL,"9610 Plains Highway, Parrott",31.9277904,-84.42437389999998
569,Houston County Farm Bureau,OPERATIONAL,"1830 Macon Road, Perry",32.47963799999999,-83.729458
570,Michelle Beard - COUNTRY Financial representative,OPERATIONAL,"1985 Pine Street, Unadilla",32.259087300000004,-83.73790559999998
571,Wendy Johnson - COUNTRY Financial representative,OPERATIONAL,"1023 Ball Street, Perry",32.4585703,-83.7338676
572,Grimsley Agency,OPERATIONAL,"203 Commerce Street, Hawkinsville",32.2854574,-83.48146870000001
573,Roger Gilbert - Prudential Financial,OPERATIONAL,"180 East Dykes Street, Cochran",32.3889322,-83.35195999999998
574,Mike Newman - State Farm Insurance Agent,OPERATIONAL,"118 Commerce Street, Hawkinsville",32.2836012,-83.46795569999998
575,Walker Insurance Inc,OPERATIONAL,"1110 Washington Street, Perry",32.4607304,-83.73280109999999
576,Tommy Storey - State Farm Insurance Agent,OPERATIONAL,"1001 Washington Street, Perry",32.4581688,-83.7320175
577,Alco Insurance Agency - Allstate,OPERATIONAL,"Commerce Street, Hawkinsville",32.2833958,-83.46470790000001
578,Georgia SR22A Insurance - Select Insurance Group,OPERATIONAL,"Central Street, Perry",32.45502640000001,-83.7318406
579,Georgia Farm Bureau,OPERATIONAL,"852 Ashley Street, Rochelle",31.9501917,-83.4559041
580,Alco Insurance Agency,OPERATIONAL,"115 W, East Cherry Street, Cochran",32.3865845,-83.35679470000001
581,Embark Insurance Group,OPERATIONAL,"152 Commerce Street, Hawkinsville",32.283787100000005,-83.4709807
582,Cochran Insurance & Realty,OPERATIONAL,"128 North Second Street # C, Cochran",32.38854749999999,-83.3569662
583,Bree Harrell - State Farm Insurance Agent,OPERATIONAL,"24 Jackson Street South, Hawkinsville",32.2817964,-83.46701440000001
584,Horace Mann Insurance Co.,OPERATIONAL,"215 Wes Park Drive, Perry",32.4752172,-83.7088502
585,Coley Insurance Solutions,OPERATIONAL,"231 Broad Street, Hawkinsville",32.2810257,-83.4793995
586,State Farm Insurance,OPERATIONAL,"137 South 1st Street, Cochran",32.387528100000004,-83.358316
587,Freedom Auto Insurance,OPERATIONAL,"1507 Rice Avenue, Dublin",32.5360228,-82.9266897
588,West Haven Benefits,OPERATIONAL,"5826 Windsor Way, Eastman",32.1992768,-83.19147939999998
589,Laurens County farm bureau,OPERATIONAL,"1511 Telfair Street, Dublin",32.52329229999999,-82.91826209999998
590,John Mark Butler - State Farm Insurance Agent,OPERATIONAL,"1518 Bellevue Road, Dublin",32.5345197,-82.92881340000001
591,Phillip Gay - State Farm Insurance Agent,OPERATIONAL,"1215 Arch Street, Soperton",32.38164999999999,-82.5870225
592,Danny E Davis State Farm Insurance,OPERATIONAL,"1203 Bellevue Avenue, Dublin",32.5363763,-82.9221967
593,Middle Georgia Insurance Inc.,OPERATIONAL,"1307 Bellevue Avenue, Dublin",32.5360216,-82.9246921
594,Owen Bailey - State Farm Insurance Agent,OPERATIONAL,"112 Park Place, Dublin",32.53871420000001,-82.91250090000001
595,"Yates Insurance & Real Estate, Inc.",OPERATIONAL,"2030 Veterans Boulevard, Dublin",32.541059499999996,-82.9503605
596,Krista Anderson - State Farm Insurance Agent,OPERATIONAL,"2376 US Hwy 80 W, Ste 6, Dublin",32.5480952,-82.9702535
597,Zorn,OPERATIONAL,"603 West 1st Street, Vidalia",32.2211647,-82.42061070000001
598,Allstate Insurance Agency,OPERATIONAL,"104 East 1st Street, Vidalia",32.217374199999995,-82.4124707
599,Dixon O'Neal Agency Inc,OPERATIONAL,"405 West 1st Street, Vidalia",32.2200025,-82.4177095
600,Brown Insurance Group,OPERATIONAL,"510 Church Street, Vidalia",32.2135352,-82.41535970000001
601,Dustin Booth - COUNTRY Financial representative,OPERATIONAL,"404 Church Street, Vidalia",32.21454039999999,-82.4146031
602,Money Wize Financial Services,OPERATIONAL,"950 Lakewood Drive, Vidalia",32.197917499999996,-82.44615399999998
603,Palmer & Associates Insurors,OPERATIONAL,"207 East 3rd Street, Vidalia",32.213975399999995,-82.4119108
604,Curtis Edwards Insurance,OPERATIONAL,"803 Hillcrest Parkway, Dublin",32.5498229,-82.9257521
605,Jones & Boyd Insurance Inc,OPERATIONAL,"8 South Rountree Street, Metter",32.396957799999996,-82.0617343
606,BB&T Insurance Services,OPERATIONAL,"101 West Moring Street, Swainsboro",32.595643,-82.3332686
607,Lane Kelly,OPERATIONAL,"7 Simmons Shopping Ctr, Statesboro",32.448787599999996,-81.78316740000001
608,Georgia Farm Bureau,OPERATIONAL,"940 Northside Drive East, Statesboro",32.4436907,-81.7680453
609,Metter Insurance Agency,OPERATIONAL,"59 East North Broad Street, Metter",32.398129,-82.06043299999999
610,Shane M Hadden Insurance Agency,OPERATIONAL,"64 North Rountree Street, Metter",32.398924,-82.06092
611,Farmers Insurance - D Allen Morris,OPERATIONAL,"201 East 1st Street, Vidalia",32.2166123,-82.41154139999998
612,RaDonna Sapp: Allstate Insurance,OPERATIONAL,"124 North Main Street, Statesboro",32.45295000000001,-81.78321199999998
613,Nicole Guarino - State Farm Insurance Agent,OPERATIONAL,"100 Brampton Avenue #1D, Statesboro",32.4130291,-81.76836259999999
614,Dewitt Insurance,OPERATIONAL,"701 Piedmont Loop # 400, Statesboro",32.432196600000005,-81.75968000000002
615,JJ Puccio - State Farm Insurance Agent,OPERATIONAL,"441 South Main Street Unit 124, Statesboro",32.43575399999999,-81.7854079
616,Glenn/Davis & Associates,OPERATIONAL,"23452 U.S. 80, Statesboro",32.42934530000001,-81.7441555
617,Primerica,OPERATIONAL,"35 East Main Street #8, Statesboro",32.4490435,-81.7821781
618,Allstate Insurance - Franklin Insurance Group Llc,OPERATIONAL,"106 Northside Drive East, Statesboro",32.436038,-81.757797
619,Acceptance Insurance,OPERATIONAL,"602 Brannen Street #4, Statesboro",32.435014,-81.76945490000001
620,Lester & Associates,OPERATIONAL,"24 Joe Kennedy Boulevard #1, Statesboro",32.3942354,-81.81421279999998
621,One Life America,OPERATIONAL,"1135 East Hiawatha Street, Metter",32.3928871,-82.03750169999999
622,Travis Barlow Company,OPERATIONAL,"1002 U.S. 80, Pooler",32.121202600000004,-81.2629046
623,Pat Parker State Farm®,OPERATIONAL,"930 Morgans Corner Road # A, Pooler",32.09824189999999,-81.27053599999998
624,Aveco of Pooler Insurance,OPERATIONAL,"324 U.S. 80, Pooler",32.1143802,-81.24255869999998
625,John McNeal Agency,OPERATIONAL,"124 Morgan Street, Pooler",32.116978,-81.24635479999998
626,SunTrust,OPERATIONAL,"21 William Pope Drive, Bluffton",32.297410600000006,-80.94934509999999
627,Vernon Donovan - State Farm Insurance Agent,OPERATIONAL,"1935 East Victory Drive, Savannah",32.041804,-81.066346
628,Rick Hill - State Farm Insurance Agent,OPERATIONAL,"5111 Armour Road, Columbus",32.51432440000001,-84.95330390000001
629,Georgia Farm Bureau,OPERATIONAL,"733 Washington Avenue, Talbotton",32.6687751,-84.53438469999998
630,Thomas Insurance,OPERATIONAL,"5001 14th Avenue, Columbus",32.5129121,-84.9706695
631,Pass Agency,OPERATIONAL,"5727 Moon Road # F, Columbus",32.5265195,-84.92700579999998
632,Tommy Pugh Insurance Agency,OPERATIONAL,"12 Woodland Drive, Phenix City",32.46785099999999,-85.084896
633,Becky Goldsmith - State Farm Insurance Agent,OPERATIONAL,"7505 Veterans Parkway, Columbus",32.5558623,-84.9461455
634,Financial Management Brokerage,OPERATIONAL,"233 12th Street #330, Columbus",32.4687895,-84.98939349999998
635,Tony Gaskins - Prudential Financial,OPERATIONAL,"4540 Sears Road, Columbus",32.507393,-84.90373699999998
636,McKibben Insurance,OPERATIONAL,"3740 Macon Road C, Columbus",32.489904700000004,-84.93008669999998
637,Seth Dozier - State Farm Insurance Agent,OPERATIONAL,"142 South Broad Street, Butler",32.5468825,-84.2418017
638,Paragon Benefits,OPERATIONAL,"6065 Business Park Drive, Columbus",32.53404100000001,-84.88510199999997
639,Lynne Hudgins Schorr - Aflac Insurance Agent,OPERATIONAL,"8008 Garrett Creek Court, Midland",32.56079400000001,-84.82226999999999
640,BB&T Insurance Services,OPERATIONAL,"37 South Broad Street, Butler",32.5544899,-84.23854039999998
641,Scott Lacey - State Farm Insurance Agent,OPERATIONAL,"3026 University Avenue, Columbus",32.493065,-84.93207199999998
642,Eileen Stillwell - Aflac Insurance Agent,OPERATIONAL,"3252 Maricopa Drive, Columbus",32.496819300000006,-84.94141069999998
643,Allstate: Reynolds Insurance,OPERATIONAL,"11 North Winston Street, Reynolds",32.55925229999999,-84.09646769999998
644,Valley Insurance Service Inc.,OPERATIONAL,"302 Vineville Street, Fort Valley",32.559719,-83.88684079999999
645,Allen Insurance Group Inc,OPERATIONAL,"304 Martin Luther King Junior Drive, Fort Valley",32.551339,-83.8841922
646,Primerica,OPERATIONAL,"904 Knoxville Street, Fort Valley",32.56325899999999,-83.89294050000001
647,Allen Robert,OPERATIONAL,"304 Martin Luther King Junior Drive, Fort Valley",32.55126909999999,-83.88423490000001
648,Georgia Farm Bureau,OPERATIONAL,"88 W William Wainwright Street, Reynolds",32.5604132,-84.1038941
649,Georgia Farm Bureau,OPERATIONAL,"516 Washington Street, Preston",32.0669522,-84.53788409999999
650,Jake Goddard - State Farm Insurance Agent,OPERATIONAL,"1224 Washington Street, Perry",32.463357,-83.7342127
651,Acceptance Insurance,OPERATIONAL,"1121 Ball Street ste e, Perry",32.4595161,-83.73485050000001
652,Elwood Waites Insurance,OPERATIONAL,Perry,32.4655255,-83.7300204
653,Woodmen of the World Insurance,OPERATIONAL,"1019 Ball Street, Perry",32.4584417,-83.7338135
654,"McNeal Agency, Inc.",OPERATIONAL,"1717 Russell Parkway, Warner Robins",32.5931313,-83.6614276
655,Kevin Barry - State Farm Insurance Agent,OPERATIONAL,"3520 U.S. 41 #1005, Byron",32.624016999999995,-83.708523
656,Direct Auto Insurance,OPERATIONAL,"1220 Russell Parkway Suite 1, Warner Robins",32.594517100000004,-83.6485398
657,Alfa Insurance - Jacob Gore Agency,OPERATIONAL,"1238 South Houston Lake Road Ste 2, Warner Robins",32.568289899999996,-83.66238309999999
658,Nancy Deighan - State Farm Insurance Agent,OPERATIONAL,"324 Butten Drive, Bonaire",32.555372999999996,-83.6586528
659,Nationwide Insurance: Craig Smith Johnson,OPERATIONAL,"1259 Russell Parkway, Warner Robins",32.593606699999995,-83.65029870000001
660,White Oak Insurance Services - Formerly Budget Insurance Agency,OPERATIONAL,"2306 Moody Road, Warner Robins",32.5869338,-83.6224395
661,Alfa Insurance - ADO Insurance,OPERATIONAL,"2314 Moody Road, Warner Robins",32.58669239999999,-83.622376
662,Alfa Insurance - Jeremy Lasseter Agency,OPERATIONAL,"631 South Houston Lake Road Ste 200, Warner Robins",32.5987795,-83.671754
663,Insurance Solutions,OPERATIONAL,"2032 Watson Boulevard, Warner Robins",32.6188899,-83.65066499999998
664,BB&T Insurance Services,OPERATIONAL,"127 Russell Parkway, Warner Robins",32.5934626,-83.6270487
665,Epic Insurance,OPERATIONAL,"624 South Houston Lake Road, Warner Robins",32.59944099999999,-83.6711459
666,SunTrust,OPERATIONAL,"125 South Houston Lake Road, Warner Robins",32.616003899999995,-83.68229670000001
667,Quick Cash,OPERATIONAL,"907 Hillcrest Parkway STE B, Dublin",32.548564500000005,-82.92850849999999
668,Clark Allison Y,OPERATIONAL,"2030 Veterans Boulevard, Dublin",32.5410894,-82.95036569999998
669,Lovett Insurance Agency Inc.,OPERATIONAL,"510 A Bellevue Avenue, Dublin",32.5378714,-82.91104320000001
670,Acceptance Insurance,OPERATIONAL,"1831 Veterans Boulevard Suite C, Dublin",32.5401057,-82.94171229999998
671,Dale Nifong - State Farm Insurance Agent,OPERATIONAL,"103 Darsa Drive, Dublin",32.5443728,-82.94049770000001
672,Dublin Insurance Center,OPERATIONAL,"1104 North Jefferson Street, Dublin",32.550722,-82.91275040000001
673,Clements and Keen Insurance,OPERATIONAL,"503 Bellevue Avenue, Dublin",32.5387242,-82.9103253
674,American General Life Insurance Co,OPERATIONAL,"1113 Hillcrest Parkway # A, Dublin",32.5457188,-82.94047409999999
675,Delta Life Insurance Co,OPERATIONAL,"120 Oak Street, Dublin",32.5365148,-82.9116433
676,Anthony Lucas - COUNTRY Financial representative,OPERATIONAL,"1717 Rice Avenue, Dublin",32.537856500000004,-82.9370261
677,Ellington Insurance Inc.,OPERATIONAL,"121 South Green Street, Swainsboro",32.5956113,-82.33404499999999
678,Georgia Farm Bureau,OPERATIONAL,"6570 East College Street, Wrightsville",32.72855759999999,-82.71005989999998
679,South 1 Properties Inc,OPERATIONAL,"109 South Circle Drive, Swainsboro",32.5865199,-82.32333589999998
680,"Jones Land Title, Appraisals & Insurance",OPERATIONAL,"231 South East Broad Street, Metter",32.3971887,-82.0638632
681,Georgia Titles,OPERATIONAL,"58 South East Broad Street, Metter",32.3970671,-82.06024350000001
682,Chris D Webb Insurance,OPERATIONAL,"220 South Rountree Street, Metter",32.39531710000001,-82.0619157
683,Desmond Bailey - COUNTRY Financial representative,OPERATIONAL,"124 Savannah Avenue # 1G, Statesboro",32.4471316,-81.77840309999998
684,Larry Akins Insurance,OPERATIONAL,"27 South Zetterower Avenue, Statesboro",32.446411100000006,-81.7784118
685,BestRate Auto Insurance,OPERATIONAL,"1180 Northside Drive East, Statesboro",32.4465065,-81.77037890000001
686,Waters Insurance & Realty,OPERATIONAL,"369 Savannah Avenue, Statesboro",32.442424,-81.768681
687,Diversified Insurance Services,OPERATIONAL,"304 South Walnut Street, Statesboro",32.440617200000005,-81.7852518
688,IBG Administrators,OPERATIONAL,"202 Gentilly Road, Statesboro",32.4400728,-81.76877490000001
689,Cynthia Scott Ins Agency LLC,OPERATIONAL,"114 West Ogeechee Street, Sylvania",32.7503952,-81.63731340000001
690,State Farm Insurance,OPERATIONAL,"104 East 1st Street, Springfield",32.36847089999999,-81.3114475
691,Diversified Insurance Services: Blackburn Robert K,OPERATIONAL,"304 South Walnut Street # S, Statesboro",32.4409389,-81.78523849999998
692,BB&T Insurance Services,OPERATIONAL,"104 South Main Street, Sylvania",32.7499889,-81.63663369999998
693,Clay Clark - State Farm Insurance Agent,OPERATIONAL,"8102 Old Augusta Road Ste 101, Port Wentworth",32.231639,-81.192877
694,DeWitt Insurance Agency,OPERATIONAL,"5877 Georgia 21 South, Rincon",32.2580594,-81.21745539999998
695,Paul V. Wendelken: Allstate Insurance,OPERATIONAL,"107 North Columbia Avenue, Rincon",32.290432,-81.23475599999998
696,Burns Insurance Associates,OPERATIONAL,"5763 Georgia 21 S, Rincon",32.2612261,-81.21904980000001
697,McKenzie Insurance Services LLC,OPERATIONAL,"22291 Whyte Hardee Boulevard, Hardeeville",32.2869391,-81.0816459
698,State Farm Insurance,OPERATIONAL,"8102 Georgia 21, Port Wentworth",32.2316281,-81.19287790000001
699,Life Insurance Agency,OPERATIONAL,"20 Harrell Drive, Savannah",32.10295199999999,-81.15375300000001
700,East Alabama Title,OPERATIONAL,"3625-A 18th Avenue, Phenix City",32.495449300000004,-85.0202771
701,Tony Knight Agency LLC: Nationwide Insurance,OPERATIONAL,"5734 Windsor Drive STE 3, Columbus",32.526032199999996,-84.9282324
702,Met Life Auto & Home Insurance,OPERATIONAL,"5051 Warm Springs Road, Columbus",32.533190600000005,-84.90810549999998
703,American General Life Insurance Co,OPERATIONAL,"6298 Veterans Parkway # 6, Columbus",32.538675899999994,-84.9533855
704,BB&T Insurance Services,OPERATIONAL,"290 North Dugger Avenue, Roberta",32.7235071,-84.0141398
705,Clark Insurance,OPERATIONAL,"304 West Main Street, Thomaston",32.88815830000001,-84.3286123
706,Trennis Dumas - State Farm Insurance Agent,OPERATIONAL,"943 North Church Street, Thomaston",32.91478710000001,-84.33271739999998
707,Kay Robinson - State Farm Insurance Agent,OPERATIONAL,"412 West Gordon Street, Thomaston",32.88741009999999,-84.33122540000001
708,Helms William,OPERATIONAL,"517 North Church Street, Thomaston",32.8960842,-84.3280059
709,Porter Marion,OPERATIONAL,"904 Knoxville Street, Fort Valley",32.56325899999999,-83.89294050000001
710,McGriff,OPERATIONAL,"517 North Church Street, Thomaston",32.8960842,-84.3280059
711,State farm,OPERATIONAL,"616 North Church Street, Thomaston",32.8989615,-84.32893539999998
712,BB&T Insurance Services,OPERATIONAL,"110 North Camellia Boulevard, Fort Valley",32.5554315,-83.8851933
713,Adams Insurance Services,OPERATIONAL,"1325 U.S. 19 N, Thomaston",32.9296006,-84.3343196
714,Peach County Farm Bureau,OPERATIONAL,"470 Taylors Mill Road, Fort Valley",32.570838800000004,-83.87335619999998
715,Accurate Health Plans,OPERATIONAL,"115 Commercial Heights Suite B, Fort Valley",32.5556534,-83.88386159999999
716,Pfs Investments Inc,OPERATIONAL,"3312 Northside Drive, Macon",32.891141600000005,-83.6797454
717,Lynn M Sims - Aflac Insurance Agent,OPERATIONAL,"125 Plantation Centre Drive South, Macon",32.875999,-83.760286
718,Jason B West - Aflac Insurance Agent,OPERATIONAL,"6501 Peake Road #950, Macon",32.877294899999995,-83.76069100000001
719,Aflac,OPERATIONAL,"2733 Sheraton Drive # 175, Macon",32.8776548,-83.66390860000001
720,SunTrust,OPERATIONAL,"606 Cherry Street, Macon",32.8365373,-83.629397
721,R Q Reinsurance Solutions,OPERATIONAL,"3920 Arkwright Road, Macon",32.90645629999999,-83.68804449999998
722,Southeast Community Care,OPERATIONAL,"3920 Arkwright Road # 370, Macon",32.90645629999999,-83.68804449999998
723,Source One Insurance and Benefits Group,OPERATIONAL,"4931 Riverside Drive ste 100e, Macon",32.926394699999996,-83.7114921
724,Bolder Investment Group LLC,OPERATIONAL,"1701 Bass Road, Macon",32.935001899999996,-83.72319279999998
725,New York Life,OPERATIONAL,"6055 Lakeside Commons Drive # 300, Macon",32.9234352,-83.731555
726,Freedom Auto Insurance,OPERATIONAL,"3868 Pio Nono Avenue, Macon",32.7945327,-83.66662099999998
727,Best Buy Insurance,OPERATIONAL,"3937 Bloomfield Road, Macon",32.8167706,-83.69859140000001
728,Alfa Insurance Co,OPERATIONAL,"C, 3312 Northside Drive #160, Macon",32.8910469,-83.67907029999998
729,Georgia Farm Bureau,OPERATIONAL,"100 Northside Crossing, Macon",32.8967443,-83.70273470000001
730,South Land Claims Services,OPERATIONAL,"3312 Northside Drive # D270, Macon",32.891141600000005,-83.6797454
731,Primerica,OPERATIONAL,"3040 Riverside Drive, Macon",32.887539399999994,-83.67611959999998
732,National Choice Insurance LLC,OPERATIONAL,"3312 Northside Drive, Macon",32.891117699999995,-83.6798621
733,Slocumb & Associates,OPERATIONAL,"3312 Northside Drive, Macon",32.891117699999995,-83.6798621
734,Farmers Insurance - Reyna Alcantar,OPERATIONAL,"3510, 2006 US Highway 41 N Ste, Byron",32.6227766,-83.70838169999998
735,Frontier Adjusters Inc,OPERATIONAL,Macon,32.84,-83.63
736,Dan Monaghan - State Farm Insurance Agent,OPERATIONAL,"3783 Mercer University Drive, Macon",32.8231416,-83.69996669999998
737,Pat Patterson - State Farm Insurance Agent,OPERATIONAL,"2305 Ingleside Avenue, Macon",32.8539605,-83.6546037
738,Chance Douglas,OPERATIONAL,"14010 U.S. 80, Jeffersonville",32.6830288,-83.3414081
