,agency_name,agency_status,agency_address,agency_latitude,agency_longitude
6289,Aflac,OPERATIONAL,"5225 Kingsberry Street, Columbus",32.47957940000001,-84.9049975
6290,Rick Hill - State Farm Insurance Agent,OPERATIONAL,"5111 Armour Road, Columbus",32.51432440000001,-84.9533039
6291,Thomas Insurance,OPERATIONAL,"5001 14th Avenue, Columbus",32.5129121,-84.9706695
6292,Pass Agency,OPERATIONAL,"5727 Moon Road # F, Columbus",32.5265195,-84.92700579999999
6293,Tommy Pugh Insurance Agency,OPERATIONAL,"12 Woodland Drive, Phenix City",32.46785099999999,-85.084896
6294,Becky Goldsmith - State Farm Insurance Agent,OPERATIONAL,"7505 Veterans Parkway, Columbus",32.5558623,-84.9461455
6295,M. C. Phillips: Allstate Insurance,OPERATIONAL,"1601 12th Street Ste 6, Columbus",32.46893559999999,-84.9687754
6296,Financial Management Brokerage,OPERATIONAL,"233 12th Street #330, Columbus",32.4687895,-84.98939349999999
6297,East Alabama Title,OPERATIONAL,"3625-A 18th Avenue, Phenix City",32.4954493,-85.0202771
6316,Lynne Hudgins Schorr - Aflac Insurance Agent,OPERATIONAL,"8008 Garrett Creek Court, Midland",32.56079400000001,-84.82227
6335,GEICO Insurance Agent,OPERATIONAL,"6053 Veterans Parkway Suite 201, Columbus",32.5320648,-84.9566589
6336,Mutual of Omaha Insurance Co,OPERATIONAL,"275 18th Street, Columbus",32.4801006,-84.9893517
6337,Centene Corporation,OPERATIONAL,"707 Center Street, Columbus",32.4819044,-84.982883
6338,Seckinger & Associates,OPERATIONAL,"1604 Preston Drive, Columbus",32.477069,-84.95054999999999
6339,SunTrust,OPERATIONAL,"1246 1st Avenue, Columbus",32.4702573,-84.9913256
6340,Mass Mutual Financial Group,OPERATIONAL,"233 12th Street UNIT 302, Columbus",32.4688579,-84.9894736
6341,Georgia Farm Bureau,OPERATIONAL,"733 Washington Avenue, Talbotton",32.6687751,-84.53438469999999
6342,Acceptance Insurance,OPERATIONAL,"3604 Macon Road #8, Columbus",32.4875857,-84.93198819999999
6343,SunTrust,OPERATIONAL,"3491 Courtyard Way, Columbus",32.50901750000001,-84.9381233
6344,Aflac,OPERATIONAL,"1034 Amber Drive, Columbus",32.4705239,-84.8920461
6345,Aflac,OPERATIONAL,"5225 Kingsberry Street, Columbus",32.47957940000001,-84.9049975
6346,Frontier Adjusters Inc,OPERATIONAL,Columbus,32.46,-84.99
6347,Pass Agency,OPERATIONAL,"5727 Moon Road # F, Columbus",32.5265195,-84.92700579999999
6348,Rick Hill - State Farm Insurance Agent,OPERATIONAL,"5111 Armour Road, Columbus",32.51432440000001,-84.9533039
6349,Paragon Benefits,OPERATIONAL,"6065 Business Park Drive, Columbus",32.53404100000001,-84.88510199999999
6350,Thomas Insurance,OPERATIONAL,"5001 14th Avenue, Columbus",32.5129121,-84.9706695
6351,Seth Dozier - State Farm Insurance Agent,OPERATIONAL,"142 South Broad Street, Butler",32.5468825,-84.2418017
6352,Tony Knight Agency LLC: Nationwide Insurance,OPERATIONAL,"5734 Windsor Drive STE 3, Columbus",32.5260322,-84.9282324
6353,Becky Goldsmith - State Farm Insurance Agent,OPERATIONAL,"7505 Veterans Parkway, Columbus",32.5558623,-84.9461455
6354,Met Life Auto & Home Insurance,OPERATIONAL,"5051 Warm Springs Road, Columbus",32.5331906,-84.90810549999999
6373,American General Life Insurance Co,OPERATIONAL,"6298 Veterans Parkway # 6, Columbus",32.5386759,-84.9533855
6392,Georgia Farm Bureau,OPERATIONAL,"733 Washington Avenue, Talbotton",32.6687751,-84.53438469999999
6393,Seth Dozier - State Farm Insurance Agent,OPERATIONAL,"142 South Broad Street, Butler",32.5468825,-84.2418017
6394,Valley Insurance Service Inc.,OPERATIONAL,"302 Vineville Street, Fort Valley",32.559719,-83.8868408
6395,Allstate: Reynolds Insurance,OPERATIONAL,"11 North Winston Street, Reynolds",32.55925229999999,-84.09646769999999
6396,BB&T Insurance Services,OPERATIONAL,"37 South Broad Street, Butler",32.5544899,-84.23854039999999
6397,Allen Insurance Group Inc,OPERATIONAL,"304 Martin Luther King Junior Drive, Fort Valley",32.551339,-83.8841922
6398,BB&T Insurance Services,OPERATIONAL,"290 North Dugger Avenue, Roberta",32.7235071,-84.0141398
6399,Clark Insurance,OPERATIONAL,"304 West Main Street, Thomaston",32.88815830000001,-84.3286123
6400,Trennis Dumas - State Farm Insurance Agent,OPERATIONAL,"943 North Church Street, Thomaston",32.91478710000001,-84.33271739999999
6401,Primerica,OPERATIONAL,"904 Knoxville Street, Fort Valley",32.56325899999999,-83.8929405
6402,Kay Robinson - State Farm Insurance Agent,OPERATIONAL,"412 West Gordon Street, Thomaston",32.88741009999999,-84.3312254
6403,Helms William,OPERATIONAL,"517 North Church Street, Thomaston",32.8960842,-84.3280059
6404,Porter Marion,OPERATIONAL,"904 Knoxville Street, Fort Valley",32.56325899999999,-83.8929405
6405,Allen Robert,OPERATIONAL,"304 Martin Luther King Junior Drive, Fort Valley",32.55126909999999,-83.8842349
6406,McGriff,OPERATIONAL,"517 North Church Street, Thomaston",32.8960842,-84.3280059
6407,State farm,OPERATIONAL,"616 North Church Street, Thomaston",32.8989615,-84.32893539999999
6408,BB&T Insurance Services,OPERATIONAL,"110 North Camellia Boulevard, Fort Valley",32.5554315,-83.8851933
6409,Central South Insurance Agency,OPERATIONAL,"331 Drayton Street, Montezuma",32.305535,-84.02857999999999
6410,Adams Insurance Services,OPERATIONAL,"1325 U.S. 19 N, Thomaston",32.9296006,-84.3343196
6411,Peach County Farm Bureau,OPERATIONAL,"470 Taylors Mill Road, Fort Valley",32.5708388,-83.87335619999999
6430,Accurate Health Plans,OPERATIONAL,"115 Commercial Heights Suite B, Fort Valley",32.5556534,-83.8838616
6449,Pfs Investments Inc,OPERATIONAL,"3312 Northside Drive, Macon",32.8911416,-83.6797454
6450,Lynn M Sims - Aflac Insurance Agent,OPERATIONAL,"125 Plantation Centre Drive South, Macon",32.875999,-83.760286
6451,Jason B West - Aflac Insurance Agent,OPERATIONAL,"6501 Peake Road #950, Macon",32.8772949,-83.760691
6452,Aflac,OPERATIONAL,"2733 Sheraton Drive # 175, Macon",32.8776548,-83.66390860000001
6453,SunTrust,OPERATIONAL,"606 Cherry Street, Macon",32.8365373,-83.629397
6454,R Q Reinsurance Solutions,OPERATIONAL,"3920 Arkwright Road, Macon",32.90645629999999,-83.68804449999999
6455,Houston County Farm Bureau,OPERATIONAL,"1830 Macon Road, Perry",32.47963799999999,-83.729458
6456,Southeast Community Care,OPERATIONAL,"3920 Arkwright Road # 370, Macon",32.90645629999999,-83.68804449999999
6457,Source One Insurance and Benefits Group,OPERATIONAL,"4931 Riverside Drive ste 100e, Macon",32.9263947,-83.7114921
6458,Bolder Investment Group LLC,OPERATIONAL,"1701 Bass Road, Macon",32.9350019,-83.72319279999999
6459,New York Life,OPERATIONAL,"6055 Lakeside Commons Drive # 300, Macon",32.9234352,-83.731555
6460,Freedom Auto Insurance,OPERATIONAL,"3868 Pio Nono Avenue, Macon",32.7945327,-83.66662099999999
6461,Best Buy Insurance,OPERATIONAL,"3937 Bloomfield Road, Macon",32.8167706,-83.6985914
6462,Alfa Insurance Co,OPERATIONAL,"C, 3312 Northside Drive #160, Macon",32.8910469,-83.67907029999999
6463,Georgia Farm Bureau,OPERATIONAL,"100 Northside Crossing, Macon",32.8967443,-83.7027347
6464,South Land Claims Services,OPERATIONAL,"3312 Northside Drive # D270, Macon",32.8911416,-83.6797454
6465,Primerica,OPERATIONAL,"3040 Riverside Drive, Macon",32.8875394,-83.67611959999999
6466,National Choice Insurance LLC,OPERATIONAL,"3312 Northside Drive, Macon",32.8911177,-83.6798621
6467,Slocumb & Associates,OPERATIONAL,"3312 Northside Drive, Macon",32.8911177,-83.6798621
6468,Nationwide Insurance: Craig Smith Johnson,OPERATIONAL,"1259 Russell Parkway, Warner Robins",32.5936067,-83.6502987
6487,Farmers Insurance - Reyna Alcantar,OPERATIONAL,"3510, 2006 US Highway 41 N Ste, Byron",32.6227766,-83.70838169999999
6506,Pfs Investments Inc,OPERATIONAL,"3312 Northside Drive, Macon",32.8911416,-83.6797454
6507,Aflac,OPERATIONAL,"2733 Sheraton Drive # 175, Macon",32.8776548,-83.66390860000001
6508,Lynn M Sims - Aflac Insurance Agent,OPERATIONAL,"125 Plantation Centre Drive South, Macon",32.875999,-83.760286
6509,Jason B West - Aflac Insurance Agent,OPERATIONAL,"6501 Peake Road #950, Macon",32.8772949,-83.760691
6510,R Q Reinsurance Solutions,OPERATIONAL,"3920 Arkwright Road, Macon",32.90645629999999,-83.68804449999999
6511,SunTrust,OPERATIONAL,"606 Cherry Street, Macon",32.8365373,-83.629397
6512,Southeast Community Care,OPERATIONAL,"3920 Arkwright Road # 370, Macon",32.90645629999999,-83.68804449999999
6513,Source One Insurance and Benefits Group,OPERATIONAL,"4931 Riverside Drive ste 100e, Macon",32.9263947,-83.7114921
6514,Bolder Investment Group LLC,OPERATIONAL,"1701 Bass Road, Macon",32.9350019,-83.72319279999999
6515,Roger Gilbert - Prudential Financial,OPERATIONAL,"180 East Dykes Street, Cochran",32.3889322,-83.35195999999999
6516,New York Life,OPERATIONAL,"6055 Lakeside Commons Drive # 300, Macon",32.9234352,-83.731555
6517,Alfa Insurance Co,OPERATIONAL,"C, 3312 Northside Drive #160, Macon",32.8910469,-83.67907029999999
6518,Houston County Farm Bureau,OPERATIONAL,"1830 Macon Road, Perry",32.47963799999999,-83.729458
6519,South Land Claims Services,OPERATIONAL,"3312 Northside Drive # D270, Macon",32.8911416,-83.6797454
6520,National Choice Insurance LLC,OPERATIONAL,"3312 Northside Drive, Macon",32.8911177,-83.6798621
6521,Slocumb & Associates,OPERATIONAL,"3312 Northside Drive, Macon",32.8911177,-83.6798621
6522,Primerica,OPERATIONAL,"3040 Riverside Drive, Macon",32.8875394,-83.67611959999999
6523,Georgia Farm Bureau,OPERATIONAL,"100 Northside Crossing, Macon",32.8967443,-83.7027347
6524,Frontier Adjusters Inc,OPERATIONAL,Macon,32.84,-83.63
6525,White Oak Insurance Services - Formerly Budget Insurance Agency,OPERATIONAL,"2306 Moody Road, Warner Robins",32.5869338,-83.6224395
6544,Dan Monaghan - State Farm Insurance Agent,OPERATIONAL,"3783 Mercer University Drive, Macon",32.8231416,-83.69996669999999
6563,Pfs Investments Inc,OPERATIONAL,"3312 Northside Drive, Macon",32.8911416,-83.6797454
6564,Aflac,OPERATIONAL,"2733 Sheraton Drive # 175, Macon",32.8776548,-83.66390860000001
6565,Lynn M Sims - Aflac Insurance Agent,OPERATIONAL,"125 Plantation Centre Drive South, Macon",32.875999,-83.760286
6566,SunTrust,OPERATIONAL,"606 Cherry Street, Macon",32.8365373,-83.629397
6567,Jason B West - Aflac Insurance Agent,OPERATIONAL,"6501 Peake Road #950, Macon",32.8772949,-83.760691
6568,Roger Gilbert - Prudential Financial,OPERATIONAL,"180 East Dykes Street, Cochran",32.3889322,-83.35195999999999
6569,R Q Reinsurance Solutions,OPERATIONAL,"3920 Arkwright Road, Macon",32.90645629999999,-83.68804449999999
6570,Southeast Community Care,OPERATIONAL,"3920 Arkwright Road # 370, Macon",32.90645629999999,-83.68804449999999
6571,Source One Insurance and Benefits Group,OPERATIONAL,"4931 Riverside Drive ste 100e, Macon",32.9263947,-83.7114921
6572,Houston County Farm Bureau,OPERATIONAL,"1830 Macon Road, Perry",32.47963799999999,-83.729458
6573,Bolder Investment Group LLC,OPERATIONAL,"1701 Bass Road, Macon",32.9350019,-83.72319279999999
6574,Alfa Insurance Co,OPERATIONAL,"C, 3312 Northside Drive #160, Macon",32.8910469,-83.67907029999999
6575,Primerica,OPERATIONAL,"3040 Riverside Drive, Macon",32.8875394,-83.67611959999999
6576,South Land Claims Services,OPERATIONAL,"3312 Northside Drive # D270, Macon",32.8911416,-83.6797454
6577,National Choice Insurance LLC,OPERATIONAL,"3312 Northside Drive, Macon",32.8911177,-83.6798621
6578,Slocumb & Associates,OPERATIONAL,"3312 Northside Drive, Macon",32.8911177,-83.6798621
6579,Frontier Adjusters Inc,OPERATIONAL,Macon,32.84,-83.63
6580,Georgia Farm Bureau,OPERATIONAL,"100 Northside Crossing, Macon",32.8967443,-83.7027347
6581,New York Life,OPERATIONAL,"6055 Lakeside Commons Drive # 300, Macon",32.9234352,-83.731555
6582,Tommy Storey - State Farm Insurance Agent,OPERATIONAL,"1001 Washington Street, Perry",32.4581688,-83.7320175
6601,Pat Patterson - State Farm Insurance Agent,OPERATIONAL,"2305 Ingleside Avenue, Macon",32.8539605,-83.6546037
6620,Roger Gilbert - Prudential Financial,OPERATIONAL,"180 East Dykes Street, Cochran",32.3889322,-83.35195999999999
6621,SunTrust,OPERATIONAL,"606 Cherry Street, Macon",32.8365373,-83.629397
6622,Laurens County farm bureau,OPERATIONAL,"1511 Telfair Street, Dublin",32.52329229999999,-82.91826209999999
6623,John Mark Butler - State Farm Insurance Agent,OPERATIONAL,"1518 Bellevue Road, Dublin",32.5345197,-82.9288134
6624,Quick Cash,OPERATIONAL,"907 Hillcrest Parkway STE B, Dublin",32.5485645,-82.9285085
6625,Chance Douglas,OPERATIONAL,"14010 U.S. 80, Jeffersonville",32.6830288,-83.3414081
6626,"Yates Insurance & Real Estate, Inc.",OPERATIONAL,"2030 Veterans Boulevard, Dublin",32.5410595,-82.9503605
6627,Danny E Davis State Farm Insurance,OPERATIONAL,"1203 Bellevue Avenue, Dublin",32.5363763,-82.9221967
6628,Clark Allison Y,OPERATIONAL,"2030 Veterans Boulevard, Dublin",32.5410894,-82.95036569999999
6629,Middle Georgia Insurance Inc.,OPERATIONAL,"1307 Bellevue Avenue, Dublin",32.5360216,-82.9246921
6630,Russell Harding Insurance,OPERATIONAL,"103 Bacon Street, Irwinton",32.8109833,-83.1734172
6631,Owen Bailey - State Farm Insurance Agent,OPERATIONAL,"112 Park Place, Dublin",32.53871420000001,-82.9125009
6632,Alco Insurance Agency,OPERATIONAL,"115 W, East Cherry Street, Cochran",32.3865845,-83.3567947
6633,Lovett Insurance Agency Inc.,OPERATIONAL,"510 A Bellevue Avenue, Dublin",32.5378714,-82.9110432
6634,Curtis Edwards Insurance,OPERATIONAL,"803 Hillcrest Parkway, Dublin",32.5498229,-82.9257521
6635,Dublin Insurance Center,OPERATIONAL,"1104 North Jefferson Street, Dublin",32.550722,-82.9127504
6636,Acceptance Insurance,OPERATIONAL,"1831 Veterans Boulevard Suite C, Dublin",32.5401057,-82.94171229999999
6637,Clements and Keen Insurance,OPERATIONAL,"503 Bellevue Avenue, Dublin",32.5387242,-82.9103253
6638,American General Life Insurance Co,OPERATIONAL,"1113 Hillcrest Parkway # A, Dublin",32.5457188,-82.9404741
6639,Robins Federal Insurance Inc,OPERATIONAL,"207 Watson Boulevard, Warner Robins",32.618983,-83.60145
6658,DDHT Insurors,OPERATIONAL,"1221 South Houston Lake Road Ste 2, Warner Robins",32.567716,-83.66238899999999
6677,Roger Gilbert - Prudential Financial,OPERATIONAL,"180 East Dykes Street, Cochran",32.3889322,-83.35195999999999
6678,Laurens County farm bureau,OPERATIONAL,"1511 Telfair Street, Dublin",32.52329229999999,-82.91826209999999
6679,John Mark Butler - State Farm Insurance Agent,OPERATIONAL,"1518 Bellevue Road, Dublin",32.5345197,-82.9288134
6680,Quick Cash,OPERATIONAL,"907 Hillcrest Parkway STE B, Dublin",32.5485645,-82.9285085
6681,Danny E Davis State Farm Insurance,OPERATIONAL,"1203 Bellevue Avenue, Dublin",32.5363763,-82.9221967
6682,"Yates Insurance & Real Estate, Inc.",OPERATIONAL,"2030 Veterans Boulevard, Dublin",32.5410595,-82.9503605
6683,Middle Georgia Insurance Inc.,OPERATIONAL,"1307 Bellevue Avenue, Dublin",32.5360216,-82.9246921
6684,Owen Bailey - State Farm Insurance Agent,OPERATIONAL,"112 Park Place, Dublin",32.53871420000001,-82.9125009
6685,Clark Allison Y,OPERATIONAL,"2030 Veterans Boulevard, Dublin",32.5410894,-82.95036569999999
6686,Lovett Insurance Agency Inc.,OPERATIONAL,"510 A Bellevue Avenue, Dublin",32.5378714,-82.9110432
6687,Dublin Insurance Center,OPERATIONAL,"1104 North Jefferson Street, Dublin",32.550722,-82.9127504
6688,Curtis Edwards Insurance,OPERATIONAL,"803 Hillcrest Parkway, Dublin",32.5498229,-82.9257521
6689,Clements and Keen Insurance,OPERATIONAL,"503 Bellevue Avenue, Dublin",32.5387242,-82.9103253
6690,Acceptance Insurance,OPERATIONAL,"1831 Veterans Boulevard Suite C, Dublin",32.5401057,-82.94171229999999
6691,Georgia Farm Bureau,OPERATIONAL,"6570 East College Street, Wrightsville",32.72855759999999,-82.71005989999999
6692,American General Life Insurance Co,OPERATIONAL,"1113 Hillcrest Parkway # A, Dublin",32.5457188,-82.9404741
6693,Marty Thompson - State Farm Insurance Agent,OPERATIONAL,"8660 South Marcus Street, Wrightsville",32.72923679999999,-82.71940579999999
6694,Krista Anderson - State Farm Insurance Agent,OPERATIONAL,"2376 US Hwy 80 W, Ste 6, Dublin",32.5480952,-82.9702535
6695,Russell Harding Insurance,OPERATIONAL,"103 Bacon Street, Irwinton",32.8109833,-83.1734172
6696,Parker Insurance,OPERATIONAL,"132 East Church Street, Sandersville",32.9812042,-82.8100712
6715,Hightower & Associates,OPERATIONAL,"701 Hillcrest Parkway, Dublin",32.55067729999999,-82.9242715
6734,Laurens County farm bureau,OPERATIONAL,"1511 Telfair Street, Dublin",32.52329229999999,-82.91826209999999
6735,John Mark Butler - State Farm Insurance Agent,OPERATIONAL,"1518 Bellevue Road, Dublin",32.5345197,-82.9288134
6736,Quick Cash,OPERATIONAL,"907 Hillcrest Parkway STE B, Dublin",32.5485645,-82.9285085
6737,Danny E Davis State Farm Insurance,OPERATIONAL,"1203 Bellevue Avenue, Dublin",32.5363763,-82.9221967
6738,"Yates Insurance & Real Estate, Inc.",OPERATIONAL,"2030 Veterans Boulevard, Dublin",32.5410595,-82.9503605
6739,Middle Georgia Insurance Inc.,OPERATIONAL,"1307 Bellevue Avenue, Dublin",32.5360216,-82.9246921
6740,Owen Bailey - State Farm Insurance Agent,OPERATIONAL,"112 Park Place, Dublin",32.53871420000001,-82.9125009
6741,Clark Allison Y,OPERATIONAL,"2030 Veterans Boulevard, Dublin",32.5410894,-82.95036569999999
6742,Lovett Insurance Agency Inc.,OPERATIONAL,"510 A Bellevue Avenue, Dublin",32.5378714,-82.9110432
6743,Phillip Gay - State Farm Insurance Agent,OPERATIONAL,"1215 Arch Street, Soperton",32.38164999999999,-82.5870225
6744,Georgia Farm Bureau,OPERATIONAL,"6570 East College Street, Wrightsville",32.72855759999999,-82.71005989999999
6745,Dublin Insurance Center,OPERATIONAL,"1104 North Jefferson Street, Dublin",32.550722,-82.9127504
6746,Clements and Keen Insurance,OPERATIONAL,"503 Bellevue Avenue, Dublin",32.5387242,-82.9103253
6747,Curtis Edwards Insurance,OPERATIONAL,"803 Hillcrest Parkway, Dublin",32.5498229,-82.9257521
6748,Marty Thompson - State Farm Insurance Agent,OPERATIONAL,"8660 South Marcus Street, Wrightsville",32.72923679999999,-82.71940579999999
6749,Ellington Insurance Inc.,OPERATIONAL,"121 South Green Street, Swainsboro",32.5956113,-82.334045
6750,Acceptance Insurance,OPERATIONAL,"1831 Veterans Boulevard Suite C, Dublin",32.5401057,-82.94171229999999
6751,American General Life Insurance Co,OPERATIONAL,"1113 Hillcrest Parkway # A, Dublin",32.5457188,-82.9404741
6752,Mid-Georgia Abstractors Inc,OPERATIONAL,"309 Holly Drive, Dublin",32.5795925,-82.94388119999999
6753,Sammons Insurance Inc,OPERATIONAL,"131 South Harris Street, Sandersville",32.98187259999999,-82.81072120000002
6772,Woodmen of the World Insurance,OPERATIONAL,"427 South Hospital Road, Sandersville",32.97537459999999,-82.79642559999999
6791,Ellington Insurance Inc.,OPERATIONAL,"121 South Green Street, Swainsboro",32.5956113,-82.334045
6792,Phillip Gay - State Farm Insurance Agent,OPERATIONAL,"1215 Arch Street, Soperton",32.38164999999999,-82.5870225
6793,Georgia Farm Bureau,OPERATIONAL,"6570 East College Street, Wrightsville",32.72855759999999,-82.71005989999999
6794,BB&T Insurance Services,OPERATIONAL,"101 West Moring Street, Swainsboro",32.595643,-82.3332686
6795,Marty Thompson - State Farm Insurance Agent,OPERATIONAL,"8660 South Marcus Street, Wrightsville",32.72923679999999,-82.71940579999999
6796,Metter Insurance Agency,OPERATIONAL,"59 East North Broad Street, Metter",32.398129,-82.060433
6797,Shane M Hadden Insurance Agency,OPERATIONAL,"64 North Rountree Street, Metter",32.398924,-82.06092
6798,"Jones Land Title, Appraisals & Insurance",OPERATIONAL,"231 South East Broad Street, Metter",32.3971887,-82.0638632
6799,Jones & Boyd Insurance Inc,OPERATIONAL,"8 South Rountree Street, Metter",32.3969578,-82.0617343
6800,Georgia Titles,OPERATIONAL,"58 South East Broad Street, Metter",32.3970671,-82.06024350000001
6801,Chris D Webb Insurance,OPERATIONAL,"220 South Rountree Street, Metter",32.39531710000001,-82.0619157
6802,BB&T Insurance Services,OPERATIONAL,Metter,32.397118,-82.0601195
6803,Brian Machalk - Aflac Insurance Agent,OPERATIONAL,"2042 Paul Cobb Rd, Bartow",32.98483449999999,-82.5316965
6804,Yeomans Agency,OPERATIONAL,"606 Mulberry Street #87, Louisville",33.0001578,-82.4088305
6805,Cotton States Insurance,OPERATIONAL,"103 West Broad Street, Louisville",33.00018419999999,-82.4091687
6806,John Carter - COUNTRY Financial representative,OPERATIONAL,"106 West Broad Street, Louisville",32.9996655,-82.4095111
6807,United Senior Brokerage,OPERATIONAL,"1135 East Hiawatha Street, Metter",32.392892,-82.0375167
6808,One Life America,OPERATIONAL,"1135 East Hiawatha Street, Metter",32.3928871,-82.0375017
6809,Sowell Insurance Inc,OPERATIONAL,"208 College Street, Vidalia",32.22089,-82.4162465
6810,Country Financial,OPERATIONAL,"420 Georgia 121, Millen",32.7967416,-81.9497246
6829,Canady Insurance,OPERATIONAL,"330 North Main Street #1, Swainsboro",32.6001623,-82.33656739999999
6848,Lane Kelly,OPERATIONAL,"7 Simmons Shopping Ctr, Statesboro",32.4487876,-81.7831674
6849,Georgia Farm Bureau,OPERATIONAL,"940 Northside Drive East, Statesboro",32.4436907,-81.7680453
6850,Ellington Insurance Inc.,OPERATIONAL,"121 South Green Street, Swainsboro",32.5956113,-82.334045
6851,Metter Insurance Agency,OPERATIONAL,"59 East North Broad Street, Metter",32.398129,-82.060433
6852,"Team Insurance Group, Inc.",OPERATIONAL,"728 East Winthrope Avenue, Millen",32.8035586,-81.9377166
6853,Shane M Hadden Insurance Agency,OPERATIONAL,"64 North Rountree Street, Metter",32.398924,-82.06092
6854,Jones & Boyd Insurance Inc,OPERATIONAL,"8 South Rountree Street, Metter",32.3969578,-82.0617343
6855,"Jones Land Title, Appraisals & Insurance",OPERATIONAL,"231 South East Broad Street, Metter",32.3971887,-82.0638632
6856,Georgia Titles,OPERATIONAL,"58 South East Broad Street, Metter",32.3970671,-82.06024350000001
6857,Chris D Webb Insurance,OPERATIONAL,"220 South Rountree Street, Metter",32.39531710000001,-82.0619157
6858,BB&T Insurance Services,OPERATIONAL,"101 West Moring Street, Swainsboro",32.595643,-82.3332686
6859,Country Financial,OPERATIONAL,"420 Georgia 121, Millen",32.7967416,-81.9497246
6860,BB&T Insurance Services,OPERATIONAL,Metter,32.397118,-82.0601195
6861,Nicole Guarino - State Farm Insurance Agent,OPERATIONAL,"100 Brampton Avenue #1D, Statesboro",32.4130291,-81.7683626
6862,StateFarm Insurance,OPERATIONAL,"110 East Winthrope Avenue, Millen",32.8034324,-81.94858
6863,United Senior Brokerage,OPERATIONAL,"1135 East Hiawatha Street, Metter",32.392892,-82.0375167
6864,One Life America,OPERATIONAL,"1135 East Hiawatha Street, Metter",32.3928871,-82.0375017
6865,JJ Puccio - State Farm Insurance Agent,OPERATIONAL,"441 South Main Street Unit 124, Statesboro",32.43575399999999,-81.7854079
6866,Primerica,OPERATIONAL,"35 East Main Street #8, Statesboro",32.4490435,-81.7821781
6867,Holton Glynn,OPERATIONAL,"366 Northside Drive East, Statesboro",32.4436907,-81.7680453
6886,Yeomans Agency,OPERATIONAL,"606 Mulberry Street #87, Louisville",33.0001578,-82.4088305
6905,Lane Kelly,OPERATIONAL,"7 Simmons Shopping Ctr, Statesboro",32.4487876,-81.7831674
6906,Georgia Farm Bureau,OPERATIONAL,"940 Northside Drive East, Statesboro",32.4436907,-81.7680453
6907,Nicole Guarino - State Farm Insurance Agent,OPERATIONAL,"100 Brampton Avenue #1D, Statesboro",32.4130291,-81.7683626
6908,Dewitt Insurance,OPERATIONAL,"701 Piedmont Loop # 400, Statesboro",32.4321966,-81.75968000000002
6909,JJ Puccio - State Farm Insurance Agent,OPERATIONAL,"441 South Main Street Unit 124, Statesboro",32.43575399999999,-81.7854079
6910,Glenn/Davis & Associates,OPERATIONAL,"23452 U.S. 80, Statesboro",32.42934530000001,-81.7441555
6911,Primerica,OPERATIONAL,"35 East Main Street #8, Statesboro",32.4490435,-81.7821781
6912,RaDonna Sapp: Allstate Insurance,OPERATIONAL,"124 North Main Street, Statesboro",32.45295000000001,-81.78321199999999
6913,Darlene Anthony - State Farm Insurance Agent,OPERATIONAL,"616 West Ogeechee Street, Sylvania",32.74420080000001,-81.6468191
6914,Allstate Insurance - Franklin Insurance Group Llc,OPERATIONAL,"106 Northside Drive East, Statesboro",32.436038,-81.757797
6915,"Team Insurance Group, Inc.",OPERATIONAL,"728 East Winthrope Avenue, Millen",32.8035586,-81.9377166
6916,Larry Akins Insurance,OPERATIONAL,"27 South Zetterower Avenue, Statesboro",32.4464111,-81.7784118
6917,Acceptance Insurance,OPERATIONAL,"602 Brannen Street #4, Statesboro",32.435014,-81.7694549
6918,BestRate Auto Insurance,OPERATIONAL,"1180 Northside Drive East, Statesboro",32.4465065,-81.7703789
6919,Metter Insurance Agency,OPERATIONAL,"59 East North Broad Street, Metter",32.398129,-82.060433
6920,Heritage Insurance,OPERATIONAL,"100 East Telephone Street, Sylvania",32.749614,-81.635756
6921,Waters Insurance & Realty,OPERATIONAL,"369 Savannah Avenue, Statesboro",32.442424,-81.768681
6922,Diversified Insurance Services,OPERATIONAL,"304 South Walnut Street, Statesboro",32.4406172,-81.7852518
6923,Professional Insurance Agency,OPERATIONAL,"509 West Ogeechee Street, Sylvania",32.7468394,-81.6444082
6924,Economy Insurance & Tax,OPERATIONAL,"520 Gentilly Road, Statesboro",32.434009,-81.77028899999999
6943,Georgia Farm Bureau,OPERATIONAL,"104 Rocky Ford Road, Sylvania",32.7511418,-81.648005
6962,Lane Kelly,OPERATIONAL,"7 Simmons Shopping Ctr, Statesboro",32.4487876,-81.7831674
6963,Georgia Farm Bureau,OPERATIONAL,"940 Northside Drive East, Statesboro",32.4436907,-81.7680453
6964,Nicole Guarino - State Farm Insurance Agent,OPERATIONAL,"100 Brampton Avenue #1D, Statesboro",32.4130291,-81.7683626
6965,Dewitt Insurance,OPERATIONAL,"701 Piedmont Loop # 400, Statesboro",32.4321966,-81.75968000000002
6966,Glenn/Davis & Associates,OPERATIONAL,"23452 U.S. 80, Statesboro",32.42934530000001,-81.7441555
6967,JJ Puccio - State Farm Insurance Agent,OPERATIONAL,"441 South Main Street Unit 124, Statesboro",32.43575399999999,-81.7854079
6968,Primerica,OPERATIONAL,"35 East Main Street #8, Statesboro",32.4490435,-81.7821781
6969,Darlene Anthony - State Farm Insurance Agent,OPERATIONAL,"616 West Ogeechee Street, Sylvania",32.74420080000001,-81.6468191
6970,RaDonna Sapp: Allstate Insurance,OPERATIONAL,"124 North Main Street, Statesboro",32.45295000000001,-81.78321199999999
