,Unnamed: 0,agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,state,county
701,701,Tony Knight Agency LLC: Nationwide Insurance,OPERATIONAL,"5734 Windsor Drive STE 3, Columbus",32.5260322,-84.9282324,"32.5260322,-84.9282324",Columbus,Georgia,Muscogee County
702,702,Met Life Auto & Home Insurance,OPERATIONAL,"5051 Warm Springs Road, Columbus",32.5331906,-84.9081055,"32.533190600000005,-84.90810549999998",Columbus,Georgia,Muscogee County
703,703,American General Life Insurance Co,OPERATIONAL,"6298 Veterans Parkway # 6, Columbus",32.5386759,-84.9533855,"32.538675899999994,-84.9533855",Columbus,Georgia,Muscogee County
704,704,BB&T Insurance Services,OPERATIONAL,"290 North Dugger Avenue, Roberta",32.7235071,-84.0141398,"32.7235071,-84.0141398",Roberta,Georgia,Crawford County
705,705,Clark Insurance,OPERATIONAL,"304 West Main Street, Thomaston",32.8881583,-84.3286123,"32.88815830000001,-84.3286123",Thomaston,Georgia,Upson County
706,706,Trennis Dumas - State Farm Insurance Agent,OPERATIONAL,"943 North Church Street, Thomaston",32.9147871,-84.3327174,"32.91478710000001,-84.33271739999998",Thomaston,Georgia,Upson County
707,707,Kay Robinson - State Farm Insurance Agent,OPERATIONAL,"412 West Gordon Street, Thomaston",32.8874101,-84.3312254,"32.88741009999999,-84.33122540000002",Thomaston,Georgia,Upson County
708,708,Helms William,OPERATIONAL,"517 North Church Street, Thomaston",32.8960842,-84.3280059,"32.8960842,-84.3280059",Thomaston,Georgia,Upson County
709,709,Porter Marion,OPERATIONAL,"904 Knoxville Street, Fort Valley",32.563259,-83.8929405,"32.56325899999999,-83.89294050000002",Fort Valley,Georgia,Peach County
710,710,McGriff,OPERATIONAL,"517 North Church Street, Thomaston",32.8960842,-84.3280059,"32.8960842,-84.3280059",Thomaston,Georgia,Upson County
711,711,State farm,OPERATIONAL,"616 North Church Street, Thomaston",32.8989615,-84.3289354,"32.8989615,-84.32893539999998",Thomaston,Georgia,Upson County
712,712,BB&T Insurance Services,OPERATIONAL,"110 North Camellia Boulevard, Fort Valley",32.5554315,-83.8851933,"32.5554315,-83.8851933",Fort Valley,Georgia,Peach County
713,713,Adams Insurance Services,OPERATIONAL,"1325 U.S. 19 N, Thomaston",32.9296006,-84.3343196,"32.9296006,-84.3343196",Thomaston,Georgia,Upson County
714,714,Peach County Farm Bureau,OPERATIONAL,"470 Taylors Mill Road, Fort Valley",32.5708388,-83.8733562,"32.570838800000004,-83.87335619999998",Fort Valley,Georgia,Peach County
715,715,Accurate Health Plans,OPERATIONAL,"115 Commercial Heights Suite B, Fort Valley",32.5556534,-83.8838616,"32.5556534,-83.88386159999997",Fort Valley,Georgia,Peach County
716,716,Pfs Investments Inc,OPERATIONAL,"3312 Northside Drive, Macon",32.8911416,-83.6797454,"32.891141600000005,-83.6797454",Macon,Georgia,Bibb County
717,717,Lynn M Sims - Aflac Insurance Agent,OPERATIONAL,"125 Plantation Centre Drive South, Macon",32.875999,-83.760286,"32.875999,-83.760286",Macon,Georgia,Bibb County
718,718,Jason B West - Aflac Insurance Agent,OPERATIONAL,"6501 Peake Road #950, Macon",32.8772949,-83.760691,"32.877294899999995,-83.76069100000002",Macon,Georgia,Bibb County
719,719,Aflac,OPERATIONAL,"2733 Sheraton Drive # 175, Macon",32.8776548,-83.6639086,"32.8776548,-83.66390860000001",Macon,Georgia,Bibb County
720,720,SunTrust,OPERATIONAL,"606 Cherry Street, Macon",32.8365373,-83.629397,"32.8365373,-83.629397",Macon,Georgia,Bibb County
721,721,R Q Reinsurance Solutions,OPERATIONAL,"3920 Arkwright Road, Macon",32.9064563,-83.6880445,"32.90645629999999,-83.68804449999998",Macon,Georgia,Bibb County
722,722,Southeast Community Care,OPERATIONAL,"3920 Arkwright Road # 370, Macon",32.9064563,-83.6880445,"32.90645629999999,-83.68804449999998",Macon,Georgia,Bibb County
723,723,Source One Insurance and Benefits Group,OPERATIONAL,"4931 Riverside Drive ste 100e, Macon",32.9263947,-83.7114921,"32.9263947,-83.7114921",Macon,Georgia,Bibb County
724,724,Bolder Investment Group LLC,OPERATIONAL,"1701 Bass Road, Macon",32.9350019,-83.7231928,"32.9350019,-83.72319279999998",Macon,Georgia,Bibb County
725,725,New York Life,OPERATIONAL,"6055 Lakeside Commons Drive # 300, Macon",32.9234352,-83.731555,"32.9234352,-83.731555",Macon,Georgia,Bibb County
726,726,Freedom Auto Insurance,OPERATIONAL,"3868 Pio Nono Avenue, Macon",32.7945327,-83.666621,"32.7945327,-83.66662099999998",Macon,Georgia,Bibb County
727,727,Best Buy Insurance,OPERATIONAL,"3937 Bloomfield Road, Macon",32.8167706,-83.6985914,"32.8167706,-83.69859140000001",Macon,Georgia,Bibb County
728,728,Alfa Insurance Co,OPERATIONAL,"C, 3312 Northside Drive #160, Macon",32.8910469,-83.6790703,"32.8910469,-83.67907029999998",Macon,Georgia,Bibb County
729,729,Georgia Farm Bureau,OPERATIONAL,"100 Northside Crossing, Macon",32.8967443,-83.7027347,"32.8967443,-83.70273470000002",Macon,Georgia,Bibb County
730,730,South Land Claims Services,OPERATIONAL,"3312 Northside Drive # D270, Macon",32.8911416,-83.6797454,"32.891141600000005,-83.6797454",Macon,Georgia,Bibb County
731,731,Primerica,OPERATIONAL,"3040 Riverside Drive, Macon",32.8875394,-83.6761196,"32.887539399999994,-83.67611959999998",Macon,Georgia,Bibb County
732,732,National Choice Insurance LLC,OPERATIONAL,"3312 Northside Drive, Macon",32.8911177,-83.6798621,"32.891117699999995,-83.6798621",Macon,Georgia,Bibb County
733,733,Slocumb & Associates,OPERATIONAL,"3312 Northside Drive, Macon",32.8911177,-83.6798621,"32.891117699999995,-83.6798621",Macon,Georgia,Bibb County
734,734,Farmers Insurance - Reyna Alcantar,OPERATIONAL,"3510, 2006 US Highway 41 N Ste, Byron",32.6227766,-83.7083817,"32.6227766,-83.70838169999998",Byron,Georgia,Houston County
735,735,Frontier Adjusters Inc,OPERATIONAL,Macon,32.84,-83.63,"32.84,-83.63",Macon,Georgia,Bibb County
736,736,Dan Monaghan - State Farm Insurance Agent,OPERATIONAL,"3783 Mercer University Drive, Macon",32.8231416,-83.6999667,"32.8231416,-83.69996669999998",Macon,Georgia,Bibb County
737,737,Pat Patterson - State Farm Insurance Agent,OPERATIONAL,"2305 Ingleside Avenue, Macon",32.8539605,-83.6546037,"32.8539605,-83.6546037",Macon,Georgia,Bibb County
738,738,Chance Douglas,OPERATIONAL,"14010 U.S. 80, Jeffersonville",32.6830288,-83.3414081,"32.6830288,-83.3414081",Jeffersonville,Georgia,Twiggs County
739,739,Russell Harding Insurance,OPERATIONAL,"103 Bacon Street, Irwinton",32.8109833,-83.1734172,"32.8109833,-83.1734172",Irwinton,Georgia,Wilkinson County
740,740,Robins Federal Insurance Inc,OPERATIONAL,"207 Watson Boulevard, Warner Robins",32.618983,-83.60145,"32.618983,-83.60145",Warner Robins,Georgia,Houston County
741,741,DDHT Insurors,OPERATIONAL,"1221 South Houston Lake Road Ste 2, Warner Robins",32.567716,-83.662389,"32.567716,-83.66238899999998",Warner Robins,Georgia,Houston County
742,742,Marty Thompson - State Farm Insurance Agent,OPERATIONAL,"8660 South Marcus Street, Wrightsville",32.7292368,-82.7194058,"32.72923679999999,-82.71940579999998",Wrightsville,Georgia,Johnson County
743,743,Parker Insurance,OPERATIONAL,"132 East Church Street, Sandersville",32.9812042,-82.8100712,"32.9812042,-82.81007120000002",Sandersville,Georgia,Washington County
744,744,Hightower & Associates,OPERATIONAL,"701 Hillcrest Parkway, Dublin",32.5506773,-82.9242715,"32.55067729999999,-82.9242715",Dublin,Georgia,Laurens County
745,745,Mid-Georgia Abstractors Inc,OPERATIONAL,"309 Holly Drive, Dublin",32.5795925,-82.9438812,"32.5795925,-82.94388119999998",Dublin,Georgia,Laurens County
746,746,Sammons Insurance Inc,OPERATIONAL,"131 South Harris Street, Sandersville",32.9818726,-82.8107212,"32.98187259999999,-82.81072120000002",Sandersville,Georgia,Washington County
747,747,Woodmen of the World Insurance,OPERATIONAL,"427 South Hospital Road, Sandersville",32.9753746,-82.7964256,"32.97537459999999,-82.79642559999998",Sandersville,Georgia,Washington County
748,748,BB&T Insurance Services,OPERATIONAL,Metter,32.397118,-82.0601195,"32.397118,-82.0601195",Metter,Georgia,Candler County
749,749,Brian Machalk - Aflac Insurance Agent,OPERATIONAL,"2042 Paul Cobb Rd, Bartow",32.9848345,-82.5316965,"32.98483449999999,-82.5316965",Bartow,Georgia,Jefferson County
750,750,Yeomans Agency,OPERATIONAL,"606 Mulberry Street #87, Louisville",33.0001578,-82.4088305,"33.0001578,-82.40883050000002",Louisville,Georgia,Jefferson County
751,751,Cotton States Insurance,OPERATIONAL,"103 West Broad Street, Louisville",33.0001842,-82.4091687,"33.00018419999999,-82.40916870000002",Louisville,Georgia,Jefferson County
752,752,John Carter - COUNTRY Financial representative,OPERATIONAL,"106 West Broad Street, Louisville",32.9996655,-82.4095111,"32.999665500000006,-82.40951109999997",Louisville,Georgia,Jefferson County
753,753,United Senior Brokerage,OPERATIONAL,"1135 East Hiawatha Street, Metter",32.392892,-82.0375167,"32.392892,-82.0375167",Metter,Georgia,Candler County
754,754,Country Financial,OPERATIONAL,"420 Georgia 121, Millen",32.7967416,-81.9497246,"32.796741600000004,-81.9497246",Millen,Georgia,Jenkins County
755,755,Canady Insurance,OPERATIONAL,"330 North Main Street #1, Swainsboro",32.6001623,-82.3365674,"32.6001623,-82.33656739999998",Swainsboro,Georgia,Emanuel County
756,756,"Team Insurance Group, Inc.",OPERATIONAL,"728 East Winthrope Avenue, Millen",32.8035586,-81.9377166,"32.8035586,-81.9377166",Millen,Georgia,Jenkins County
757,757,StateFarm Insurance,OPERATIONAL,"110 East Winthrope Avenue, Millen",32.8034324,-81.94858,"32.8034324,-81.94858",Millen,Georgia,Jenkins County
758,758,Holton Glynn,OPERATIONAL,"366 Northside Drive East, Statesboro",32.4436907,-81.7680453,"32.4436907,-81.7680453",Statesboro,Georgia,Bulloch County
759,759,Darlene Anthony - State Farm Insurance Agent,OPERATIONAL,"616 West Ogeechee Street, Sylvania",32.7442008,-81.6468191,"32.74420080000001,-81.6468191",Sylvania,Georgia,Screven County
760,760,Heritage Insurance,OPERATIONAL,"100 East Telephone Street, Sylvania",32.749614,-81.635756,"32.749614,-81.635756",Sylvania,Georgia,Screven County
761,761,Professional Insurance Agency,OPERATIONAL,"509 West Ogeechee Street, Sylvania",32.7468394,-81.6444082,"32.7468394,-81.6444082",Sylvania,Georgia,Screven County
762,762,Economy Insurance & Tax,OPERATIONAL,"520 Gentilly Road, Statesboro",32.434009,-81.770289,"32.434009,-81.77028899999998",Statesboro,Georgia,Bulloch County
763,763,Georgia Farm Bureau,OPERATIONAL,"104 Rocky Ford Road, Sylvania",32.7511418,-81.648005,"32.7511418,-81.648005",Sylvania,Georgia,Screven County
764,764,Tarkenton Financial,OPERATIONAL,"38 Courtland Street, Statesboro",32.4494626,-81.7820374,"32.4494626,-81.78203740000002",Statesboro,Georgia,Bulloch County
765,765,State Farm,OPERATIONAL,"Brampton Avenue, Statesboro",32.4130548,-81.7683717,"32.4130548,-81.7683717",Statesboro,Georgia,Bulloch County
766,766,Acceptance Insurance,OPERATIONAL,"1504 Lafayette Parkway, LaGrange",33.041708,-84.9807382,"33.041708,-84.98073819999998",LaGrange,Georgia,Troup County
767,767,Hudspeth & Walker Employee Benefits,OPERATIONAL,"6611 Widgeon Drive, Midland",32.5416526,-84.8624453,"32.5416526,-84.86244529999998",Columbus,Georgia,Muscogee County
768,768,Georgia Farm Bureau,OPERATIONAL,"7664 U.S. 19, Zebulon",33.0932067,-84.3448179,"33.0932067,-84.34481790000002",Zebulon,Georgia,Pike County
769,769,Robert Allen - State Farm Insurance Agent,OPERATIONAL,"201 5th Avenue, Manchester",32.8536881,-84.6205649,"32.8536881,-84.62056489999998",Manchester,Georgia,Meriwether County
770,770,"Foresight Financial Services, Inc.",OPERATIONAL,"4374 River Road, Manchester",32.8850936,-84.6043839,"32.8850936,-84.6043839",Manchester,Georgia,Meriwether County
771,771,J Smith Lanier & Co,OPERATIONAL,"314 West Main Street, Manchester",32.8539036,-84.6179109,"32.8539036,-84.61791090000001",Manchester,Georgia,Meriwether County
772,772,Rick Knight - State Farm Insurance Agent,OPERATIONAL,"409 Copeland Lane, Hamilton",32.7567213,-84.8753627,"32.7567213,-84.8753627",Hamilton,Georgia,Harris County
773,773,Mutual of Omaha Allen Perteet,OPERATIONAL,"212 West Main Street, Manchester",32.8528794,-84.6153752,"32.8528794,-84.6153752",Manchester,Georgia,Meriwether County
774,774,James Garner - Aflac Insurance Agent,OPERATIONAL,"44 Fisheries Street, Warm Springs",32.8922492,-84.6739212,"32.89224919999999,-84.67392120000002",Warm Springs,Georgia,Meriwether County
775,775,"Spears Insurance Services, LLC",OPERATIONAL,"747 Gardens View Drive, Chipley Village, Pine Mountain",32.852954,-84.8463218,"32.852954,-84.8463218",Pine Mountain,Georgia,Harris County
776,776,Allstate,OPERATIONAL,"140 West County Road, Thomaston",32.9269555,-84.3349787,"32.9269555,-84.33497870000002",Thomaston,Georgia,Upson County
777,777,Raymond King - Aflac Insurance Agent,OPERATIONAL,"30 Deer Run Drive, Ellerslie",32.6266154,-84.7853008,"32.6266154,-84.78530079999999",Ellerslie,Georgia,Harris County
778,778,Phillip Bell - State Farm Insurance Agent,OPERATIONAL,"943 Thomaston Street, Barnesville",33.0399994,-84.1643982,"33.03999939999999,-84.16439820000002",Barnesville,Georgia,Lamar County
779,779,Georgia Farm Bureau,OPERATIONAL,"622 North Church Street, Thomaston",32.9003045,-84.3283819,"32.9003045,-84.3283819",Thomaston,Georgia,Upson County
780,780,Alexander Heath & Walker Insurance,OPERATIONAL,"642 Veterans Parkway, Barnesville",33.0450672,-84.1697834,"33.045067200000005,-84.1697834",Barnesville,Georgia,Lamar County
781,781,Insurance Hub,OPERATIONAL,"101 Commerce Place #2, Barnesville",33.0522247,-84.1579791,"33.0522247,-84.15797909999998",Barnesville,Georgia,Lamar County
782,782,Hillery McBroom: Allstate Insurance,OPERATIONAL,"133 Forsyth Street, Barnesville",33.0544197,-84.1538584,"33.0544197,-84.15385839999998",Barnesville,Georgia,Lamar County
783,783,Susan Pickard - Aflac Insurance Agent,OPERATIONAL,"503 Freeman Rd, Barnesville",32.9943972,-84.1582956,"32.9943972,-84.15829559999997",Barnesville,Georgia,Lamar County
784,784,Sac Marketing LLC,OPERATIONAL,Macon,32.88,-83.8199999,"32.88,-83.81999990000001",Macon,Georgia,Bibb County
785,785,"W. Herndon & Associates, LLC",OPERATIONAL,"445 Breezeview Circle, Macon",32.872647,-83.767855,"32.872647,-83.76785500000003",Macon,Georgia,Bibb County
786,786,"DIVERSIFIED FINANCIAL ASSOCIATES,LLC",OPERATIONAL,"3329 Northside Drive A, Macon",32.891957,-83.6792895,"32.891957,-83.6792895",Macon,Georgia,Bibb County
787,787,Wilkinson & Associates,OPERATIONAL,"2733 Sheraton Drive # 120, Macon",32.8776548,-83.6639086,"32.8776548,-83.66390860000001",Macon,Georgia,Bibb County
788,788,Custard Insurance Adjusters,OPERATIONAL,"2733 Sheraton Drive # 100, Macon",32.8776548,-83.6639086,"32.8776548,-83.66390860000001",Macon,Georgia,Bibb County
789,789,NVS Ridgeway Inc,OPERATIONAL,"2162 Ingleside Avenue, Macon",32.8535675,-83.6504953,"32.8535675,-83.6504953",Macon,Georgia,Bibb County
790,790,Alan Parker - State Farm Insurance Agent,OPERATIONAL,"4909 Forsyth Road, Macon",32.8805948,-83.7244439,"32.880594800000004,-83.7244439",Macon,Georgia,Bibb County
791,791,Acceptance Insurance,OPERATIONAL,"2485 North Columbia Street #111, Milledgeville",33.1125633,-83.2558696,"33.112563300000005,-83.2558696",Milledgeville,Georgia,Baldwin County
792,792,SunTrust,OPERATIONAL,"2501 North Columbia Street, Milledgeville",33.1134117,-83.2580354,"33.11341170000001,-83.25803540000003",Milledgeville,Georgia,Baldwin County
793,793,Bobby Brown Insurance Agency,OPERATIONAL,"1531 North Columbia Street, Milledgeville",33.0966991,-83.2420065,"33.0966991,-83.24200649999999",Milledgeville,Georgia,Baldwin County
794,794,Janice Roberts - State Farm Insurance Agent,OPERATIONAL,"1062 Gray Highway, Macon",32.9061168,-83.5906636,"32.9061168,-83.5906636",Macon,Georgia,Jones County
795,795,SunTrust,OPERATIONAL,"1104 Gray Highway, Macon",32.8559006,-83.6179653,"32.8559006,-83.6179653",Macon,Georgia,Bibb County
796,796,Dyer Bill,OPERATIONAL,"452 South Wayne Street, Milledgeville",33.0758864,-83.2252228,"33.0758864,-83.2252228",Milledgeville,Georgia,Baldwin County
797,797,Woodmen of the World,OPERATIONAL,"1013 Fernwood Drive, Milledgeville",33.1122,-83.254087,"33.1122,-83.254087",Milledgeville,Georgia,Baldwin County
798,798,Wade Register - State Farm Insurance Agent,OPERATIONAL,"110 Martin Luther King Junior Avenue, Sandersville",32.9689095,-82.8093287,"32.968909499999995,-82.8093287",Sandersville,Georgia,Washington County
799,799,Nationwide Insurance: R M Bush & Company,OPERATIONAL,"125 East Church Street A, Sandersville",32.9821364,-82.8100341,"32.98213639999999,-82.8100341",Sandersville,Georgia,Washington County
800,800,Horace Mann Insurance Co,OPERATIONAL,"312 East McCarty Street, Sandersville",32.988587,-82.8070527,"32.98858699999999,-82.8070527",Sandersville,Georgia,Washington County
801,801,Yates Insurance & Real Estate: Faircloth Paula,OPERATIONAL,"2030 Veterans Boulevard, Dublin",32.5410894,-82.9503657,"32.5410894,-82.95036569999998",Dublin,Georgia,Laurens County
802,802,Primerica Financial Services,OPERATIONAL,"504 South Harris Street, Sandersville",32.9738709,-82.8095574,"32.973870899999994,-82.8095574",Sandersville,Georgia,Washington County
803,803,Scarbrough Insurance,OPERATIONAL,"114 Malone Street, Sandersville",32.9838354,-82.8112825,"32.9838354,-82.81128249999998",Sandersville,Georgia,Washington County
804,804,Gail Wiley - COUNTRY Financial representative,OPERATIONAL,"310 South Harris Street, Sandersville",32.9782604,-82.8110185,"32.9782604,-82.8110185",Sandersville,Georgia,Washington County
805,805,Farmers Insurance - Ricky Peebles,OPERATIONAL,"112 North Harris Street, Sandersville",32.9832448,-82.8106099,"32.9832448,-82.8106099",Sandersville,Georgia,Washington County
806,806,La'Shanta Barrow - COUNTRY Financial representative,OPERATIONAL,"310 South Harris Street, Sandersville",32.9782604,-82.8110185,"32.9782604,-82.8110185",Sandersville,Georgia,Washington County
807,807,Georgia Farm Bureau,OPERATIONAL,"2390 U.S. 1, Louisville",33.022069,-82.4037155,"33.022069,-82.40371549999998",Louisville,Georgia,Jefferson County
808,808,"Affordable Insurance Agency, Inc.",OPERATIONAL,"208 North Main Street, Wrens",33.2097936,-82.3867934,"33.2097936,-82.3867934",Wrens,Georgia,Jefferson County
809,809,"Dawson, Taylor & Co Agent: Becky Cates",OPERATIONAL,"525 West 6th Street, Waynesboro",33.0875848,-82.0220239,"33.0875848,-82.02202390000002",Waynesboro,Georgia,Burke County
810,810,MetLife Auto & Home dba Wells Insurance Brokers LLC,OPERATIONAL,"Liberty Street, Waynesboro",33.099109,-82.022402,"33.09910900000001,-82.022402",Waynesboro,Georgia,Burke County
811,811,Chris Oliver - COUNTRY Financial representative,OPERATIONAL,"535 South Liberty Street, Waynesboro",33.0885534,-82.0152545,"33.088553399999995,-82.0152545",Waynesboro,Georgia,Burke County
812,812,"Affordable Insurance Agency, Inc.",OPERATIONAL,"104 East 6th Street, Waynesboro",33.0899253,-82.0154239,"33.089925300000004,-82.0154239",Waynesboro,Georgia,Burke County
813,813,Keystone Insurance Group,OPERATIONAL,"6, Georgia 56, Swainsboro",32.6492778,-82.3114458,"32.6492778,-82.3114458",Swainsboro,Georgia,Emanuel County
814,814,EFA Insurance Group,OPERATIONAL,"603 Liberty Street, Waynesboro",33.0901131,-82.0162321,"33.0901131,-82.0162321",Waynesboro,Georgia,Burke County
815,815,Georgia Farm Bureau,OPERATIONAL,"1104 East Winthrope Avenue, Millen",32.8038552,-81.9304236,"32.803855199999994,-81.9304236",Millen,Georgia,Jenkins County
816,816,Farm Bureau Insurance: Stacey Herrmann,OPERATIONAL,"720 West 6th Street, Waynesboro",33.0862875,-82.0297512,"33.0862875,-82.02975119999998",Waynesboro,Georgia,Burke County
817,817,Shellstone Advisory Group,OPERATIONAL,"316 Railroad Street, Twin City",32.5845853,-82.1515389,"32.5845853,-82.15153889999998",Twin City,Georgia,Emanuel County
818,818,"Harvest Insurance Agency, Inc",OPERATIONAL,"7357 Harvest Road, Metter",32.4619979,-82.1246109,"32.4619979,-82.12461090000002",Metter,Georgia,Candler County
819,819,Direct Auto Insurance - Sylvania,OPERATIONAL,"106 North Main Street, Sylvania",32.7507893,-81.6362046,"32.7507893,-81.6362046",Sylvania,Georgia,Screven County
820,820,"Houston-Lovett & Associates Insurance Agency, LLC",OPERATIONAL,"1831 Northside Drive East, Statesboro",32.4544678,-81.7764513,"32.4544678,-81.77645129999998",Statesboro,Georgia,Bulloch County
821,821,Morris Anslea,OPERATIONAL,"525 West 6th Street, Waynesboro",33.0875848,-82.0220239,"33.0875848,-82.02202390000002",Waynesboro,Georgia,Burke County
822,822,Farm Bureau Insurance,OPERATIONAL,"1002 E Elm Street West, Hampton",32.8745447,-81.1177017,"32.87454470000001,-81.1177017",Hampton,South Carolina,Hampton County
823,823,Bridges Financial Group,OPERATIONAL,"501 Elm Street West, Hampton",32.8692937,-81.1128551,"32.8692937,-81.11285509999998",Hampton,South Carolina,Hampton County
824,824,Debbie Elrod - State Farm Insurance Agent,OPERATIONAL,"401 Elm Street West, Hampton",32.8685826,-81.1120006,"32.8685826,-81.11200059999999",Hampton,South Carolina,Hampton County
825,825,Jackson Insurance,OPERATIONAL,"17 Maple Street East, Hampton",32.8675637,-81.1071478,"32.86756370000001,-81.10714779999998",Hampton,South Carolina,Hampton County
826,826,BB&T Insurance Services,OPERATIONAL,Hampton,32.8640717,-81.1056866,"32.864071700000004,-81.1056866",Hampton,South Carolina,Hampton County
827,827,Dwelle Insurance,OPERATIONAL,"621 Cotton Avenue, Millen",32.8025238,-81.938695,"32.8025238,-81.938695",Millen,Georgia,Jenkins County
828,828,Lowell Smith Agency / Larry Williamson,OPERATIONAL,"100 South Lewis Street, LaGrange",33.0383655,-85.0338001,"33.038365500000005,-85.0338001",LaGrange,Georgia,Troup County
829,829,Dave Christie - State Farm Insurance Agent,OPERATIONAL,"208 Church Street, LaGrange",33.041812,-85.0316688,"33.041812,-85.03166879999998",LaGrange,Georgia,Troup County
830,830,Senior Select Insurance Group,OPERATIONAL,"1850 West Lukken Industrial Drive, LaGrange",33.01894,-85.074878,"33.01894,-85.074878",LaGrange,Georgia,Troup County
831,831,Mable Smith Sharp - State Farm Insurance Agent,OPERATIONAL,"311 West Broome Street, LaGrange",33.0371808,-85.0348961,"33.0371808,-85.03489609999998",LaGrange,Georgia,Troup County
832,832,New York Life (Tim Ellen & Associates),OPERATIONAL,"201 Calumet Center Road, LaGrange",33.0371499,-85.00998,"33.0371499,-85.00998",LaGrange,Georgia,Troup County
833,833,Randall Jordan - Aflac Insurance Agent,OPERATIONAL,"5034 Old West Point Road, LaGrange",32.992471,-85.10396,"32.992471,-85.10396000000001",LaGrange,Georgia,Troup County
834,834,Billy Kelton - State Farm Insurance Agent,OPERATIONAL,"2227 West Point Road, LaGrange",33.0228261,-85.0785822,"33.0228261,-85.0785822",LaGrange,Georgia,Troup County
835,835,John Carden: Allstate Insurance,OPERATIONAL,"1003 Hogansville Road Ste C, LaGrange",33.0489055,-85.0130653,"33.04890549999999,-85.0130653",LaGrange,Georgia,Troup County
836,836,Direct Auto Insurance,OPERATIONAL,"299 Commerce Avenue H, LaGrange",33.0506848,-85.0193052,"33.0506848,-85.01930519999998",LaGrange,Georgia,Troup County
837,837,Tri County Insurance,OPERATIONAL,"360 Fob James Drive, Valley",32.8176876,-85.1972169,"32.8176876,-85.19721690000002",Valley,Alabama,Chambers County
838,838,Phil Henderson Insurance Inc,OPERATIONAL,"1805 Broad Avenue # D, Lanett",32.8533125,-85.190433,"32.85331249999999,-85.190433",Lanett,Alabama,Chambers County
839,839,Alfa Insurance - David Bordona Agency,OPERATIONAL,"374 South Davis Road Unit B, LaGrange",33.0443023,-84.9844049,"33.04430229999999,-84.98440490000002",LaGrange,Georgia,Troup County
840,840,Houze & Associates,OPERATIONAL,"308 Church Street, LaGrange",33.0431145,-85.031533,"33.0431145,-85.031533",LaGrange,Georgia,Troup County
841,841,Michelle Cornett: Allstate Insurance,OPERATIONAL,"101 New Franklin Road, LaGrange",33.0439475,-85.0306499,"33.04394749999999,-85.0306499",LaGrange,Georgia,Troup County
842,842,Georgia Senior Benefits,OPERATIONAL,"Post Office Box 115, LaGrange",33.0362218,-85.0322444,"33.0362218,-85.0322444",LaGrange,Georgia,Troup County
843,843,Ace-Williams Auto Insurance,OPERATIONAL,"121 Mooty Bridge Road, LaGrange",33.0525007,-85.0301769,"33.0525007,-85.03017690000001",LaGrange,Georgia,Troup County
844,844,Budget Auto Insurance,OPERATIONAL,"114 Hill Street Ste B, LaGrange",33.0411166,-85.0257618,"33.0411166,-85.02576180000001",LaGrange,Georgia,Troup County
845,845,Alfa Insurance,OPERATIONAL,"4802 20th Avenue, Valley",32.8252245,-85.1736363,"32.8252245,-85.1736363",Valley,Alabama,Chambers County
846,846,Mallory Agency,OPERATIONAL,"207 North Lewis Street, LaGrange",33.0419202,-85.0338407,"33.0419202,-85.0338407",LaGrange,Georgia,Troup County
847,847,Chambers County Tags & Titles,OPERATIONAL,"99-51 Alabama Avenue East, La Fayette",32.8997723,-85.4006657,"32.8997723,-85.40066569999998",La Fayette,Alabama,Chambers County
848,848,Acceptance Insurance,OPERATIONAL,"271 Temple Avenue, Newnan",33.3884329,-84.8203044,"33.3884329,-84.82030440000003",Newnan,Georgia,Coweta County
849,849,Brooke Mcdaniel American Family Insurance,OPERATIONAL,"1 East Lafayette Square, LaGrange",33.0388144,-85.0310011,"33.0388144,-85.0310011",LaGrange,Georgia,Troup County
850,850,Phil Aaron - State Farm Insurance Agent,OPERATIONAL,"3100 Hwy 16 E, Ste F, Sharpsburg",33.338835,-84.6861145,"33.338835,-84.6861145",Sharpsburg,Georgia,Coweta County
851,851,Farmers Insurance - Timothy Monihan,OPERATIONAL,"6000 Shakerag Hill #212, Peachtree City",33.4130542,-84.5601207,"33.41305419999999,-84.5601207",Peachtree City,Georgia,Fayette County
852,852,Liberty Mutual Insurance,OPERATIONAL,"1210 North Peachtree Parkway Ste 200, Peachtree City",33.4093218,-84.5706913,"33.4093218,-84.5706913",Peachtree City,Georgia,Fayette County
853,853,Aflac,OPERATIONAL,"137 School Road, Hampton",33.3399667,-84.2958869,"33.339966700000005,-84.29588690000001",Hampton,Georgia,Spalding County
854,854,Crescent South Insurance,OPERATIONAL,"7828 Georgia 16 #4, Senoia",33.2967994,-84.5528446,"33.29679939999999,-84.5528446",Senoia,Georgia,Coweta County
855,855,Scott Woodward - State Farm Insurance Agent,OPERATIONAL,"7280 Georgia 16 ste k, Senoia",33.2940594,-84.5722091,"33.294059399999995,-84.5722091",Senoia,Georgia,Coweta County
856,856,Bartlett Insurance: Melissa Bartlett Agent,OPERATIONAL,"111 South 13th Street, Griffin",33.2483198,-84.2737105,"33.248319800000004,-84.27371049999998",Griffin,Georgia,Spalding County
857,857,Teresa Grubbs - State Farm Insurance Agent,OPERATIONAL,"426 South Hill Street, Griffin",33.2434495,-84.2635797,"33.2434495,-84.26357970000002",Griffin,Georgia,Spalding County
