agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,GA_state,county
Mass Mutual Financial Group,OPERATIONAL,"233 12th Street UNIT 302, Columbus",32.4688579,-84.9894736,"32.468857899999996,-84.9894736",Columbus,Georgia,Muscogee County
SunTrust,OPERATIONAL,"1246 1st Avenue, Columbus",32.4702573,-84.9913256,"32.4702573,-84.9913256",Columbus,Georgia,Muscogee County
Aflac,OPERATIONAL,"1034 Amber Drive, Columbus",32.4705239,-84.8920461,"32.4705239,-84.89204609999999",Columbus,Georgia,Muscogee County
Aflac,OPERATIONAL,"5225 Kingsberry Street, Columbus",32.4795794,-84.9049975,"32.47957940000001,-84.9049975",Columbus,Georgia,Muscogee County
SunTrust,OPERATIONAL,"3491 Courtyard Way, Columbus",32.5090175,-84.9381233,"32.50901750000001,-84.9381233",Columbus,Georgia,Muscogee County
Frontier Adjusters Inc,OPERATIONAL,Columbus,32.46,-84.99,"32.46,-84.99",Columbus,Georgia,Muscogee County
BB&T Insurance Services,OPERATIONAL,"37 South Broad Street, Butler",32.5544899,-84.2385404,"32.5544899,-84.23854039999998",Butler,Georgia,Taylor County
Jeff Krietemeyer - State Farm Insurance Agent,OPERATIONAL,"4264 Macon Road, Columbus",32.490356,-84.917142,"32.49035599999999,-84.917142",Columbus,Georgia,Muscogee County
Richard K Carter Sr - Aflac Insurance Agent,OPERATIONAL,"1224 Peacock Avenue #205, Columbus",32.4702345,-84.9614889,"32.4702345,-84.96148889999998",Columbus,Georgia,Muscogee County
Valley Insurance Service Inc.,OPERATIONAL,"302 Vineville Street, Fort Valley",32.559719,-83.8868408,"32.559719,-83.88684079999999",Fort Valley,Georgia,Peach County
Allen Insurance Group Inc,OPERATIONAL,"304 Martin Luther King Junior Drive, Fort Valley",32.551339,-83.8841922,"32.551339,-83.8841922",Fort Valley,Georgia,Peach County
Allstate: Reynolds Insurance,OPERATIONAL,"11 North Winston Street, Reynolds",32.5592523,-84.0964677,"32.55925229999999,-84.09646769999998",Reynolds,Georgia,Taylor County
Primerica,OPERATIONAL,"904 Knoxville Street, Fort Valley",32.563259,-83.8929405,"32.56325899999999,-83.89294050000001",Fort Valley,Georgia,Peach County
BB&T Insurance Services,OPERATIONAL,"290 North Dugger Avenue, Roberta",32.7235071,-84.0141398,"32.7235071,-84.0141398",Roberta,Georgia,Crawford County
Allen Robert,OPERATIONAL,"304 Martin Luther King Junior Drive, Fort Valley",32.5512691,-83.8842349,"32.55126909999999,-83.88423490000001",Fort Valley,Georgia,Peach County
Porter Marion,OPERATIONAL,"904 Knoxville Street, Fort Valley",32.563259,-83.8929405,"32.56325899999999,-83.89294050000001",Fort Valley,Georgia,Peach County
BB&T Insurance Services,OPERATIONAL,"110 North Camellia Boulevard, Fort Valley",32.5554315,-83.8851933,"32.5554315,-83.8851933",Fort Valley,Georgia,Peach County
Clark Insurance,OPERATIONAL,"304 West Main Street, Thomaston",32.8881583,-84.3286123,"32.88815830000001,-84.3286123",Thomaston,Georgia,Upson County
Helms William,OPERATIONAL,"517 North Church Street, Thomaston",32.8960842,-84.3280059,"32.8960842,-84.3280059",Thomaston,Georgia,Upson County
McGriff,OPERATIONAL,"517 North Church Street, Thomaston",32.8960842,-84.3280059,"32.8960842,-84.3280059",Thomaston,Georgia,Upson County
State farm,OPERATIONAL,"616 North Church Street, Thomaston",32.8989615,-84.3289354,"32.8989615,-84.32893539999998",Thomaston,Georgia,Upson County
Woodmen of the World Insurance,OPERATIONAL,"1019 Ball Street, Perry",32.4584417,-83.7338135,"32.4584417,-83.7338135",Perry,Georgia,Houston County
InsureTheBigRig.com,OPERATIONAL,"302 Vineville Street, Fort Valley",32.5597336,-83.8867665,"32.5597336,-83.88676650000001",Fort Valley,Georgia,Peach County
Houston County Farm Bureau,OPERATIONAL,"1830 Macon Road, Perry",32.479638,-83.729458,"32.47963799999999,-83.729458",Perry,Georgia,Houston County
Walker Insurance Inc,OPERATIONAL,"1110 Washington Street, Perry",32.4607304,-83.7328011,"32.4607304,-83.73280109999999",Perry,Georgia,Houston County
Tommy Storey - State Farm Insurance Agent,OPERATIONAL,"1001 Washington Street, Perry",32.4581688,-83.7320175,"32.4581688,-83.7320175",Perry,Georgia,Houston County
Jake Goddard - State Farm Insurance Agent,OPERATIONAL,"1224 Washington Street, Perry",32.463357,-83.7342127,"32.463357,-83.7342127",Perry,Georgia,Houston County
Wendy Johnson - COUNTRY Financial representative,OPERATIONAL,"1023 Ball Street, Perry",32.4585703,-83.7338676,"32.4585703,-83.7338676",Perry,Georgia,Houston County
Alfa Insurance - Blake Bennett Agency,OPERATIONAL,"4993 Russell Parkway Ste 320, Warner Robins",32.5789047,-83.7186191,"32.5789047,-83.7186191",Warner Robins,Georgia,Houston County
Alfa Insurance Co,OPERATIONAL,"C, 3312 Northside Drive #160, Macon",32.8910469,-83.6790703,"32.8910469,-83.67907029999998",Macon,Georgia,Bibb County
South Land Claims Services,OPERATIONAL,"3312 Northside Drive # D270, Macon",32.8911416,-83.6797454,"32.891141600000005,-83.6797454",Macon,Georgia,Bibb County
National Choice Insurance LLC,OPERATIONAL,"3312 Northside Drive, Macon",32.8911177,-83.6798621,"32.891117699999995,-83.6798621",Macon,Georgia,Bibb County
Slocumb & Associates,OPERATIONAL,"3312 Northside Drive, Macon",32.8911177,-83.6798621,"32.891117699999995,-83.6798621",Macon,Georgia,Bibb County
Primerica,OPERATIONAL,"3040 Riverside Drive, Macon",32.8875394,-83.6761196,"32.887539399999994,-83.67611959999998",Macon,Georgia,Bibb County
Frontier Adjusters Inc,OPERATIONAL,Macon,32.84,-83.63,"32.84,-83.63",Macon,Georgia,Bibb County
"DIVERSIFIED FINANCIAL ASSOCIATES,LLC",OPERATIONAL,"3329 Northside Drive A, Macon",32.891957,-83.6792895,"32.891957,-83.6792895",Macon,Georgia,Bibb County
Farm Bureau of Wheeler County,OPERATIONAL,"109 Commerce Street, Alamo",32.1463408,-82.7761515,"32.1463408,-82.7761515",Alamo,Georgia,Wheeler County
SunTrust,OPERATIONAL,"14 Williamsburg Avenue, Thomasville",30.8413134,-83.9449172,"30.84131339999999,-83.94491719999998",Thomasville,Georgia,Thomas County
Cindy R Eicholtz - Aflac Insurance Agent,OPERATIONAL,"321 East Broadacre Road Northeast, Dalton",34.861258,-84.932747,"34.861258,-84.93274699999998",Dalton,Georgia,Whitfield County
Emergency Coverage Corporation,OPERATIONAL,"1200 Memorial Drive, Dalton",34.78983,-84.9846935,"34.78983,-84.98469349999998",Dalton,Georgia,Whitfield County
Alfa Insurance,OPERATIONAL,"489 East Main Street, Cartersville",34.1679349,-84.7847576,"34.1679349,-84.78475759999999",Cartersville,Georgia,Bartow County
Greg Kirk - State Farm Insurance Agent,OPERATIONAL,"716 South Thornton Avenue, Dalton",34.7618185,-84.9719438,"34.7618185,-84.97194379999998",Dalton,Georgia,Whitfield County
Allstate Insurance: Howard Maxwell,OPERATIONAL,"803 North Tennessee Street, Cartersville",34.1817538,-84.7939474,"34.181753799999996,-84.79394740000001",Cartersville,Georgia,Bartow County
Melissa Eldridge - State Farm Insurance Agent,OPERATIONAL,"415 Shorter Avenue SW, Rome",34.2644447,-85.1950055,"34.264444700000006,-85.19500550000001",Rome,Georgia,Floyd County
Check Into Cash Title Pawn,OPERATIONAL,"136 West Belmont Drive Ste 136, Calhoun",34.4782422,-84.9353242,"34.478242200000004,-84.93532420000001",Calhoun,Georgia,Gordon County
Advanced Insurance Strategies,OPERATIONAL,"300 West Emery Street STE 205, Dalton",34.7666032,-84.9703352,"34.7666032,-84.97033520000001",Dalton,Georgia,Whitfield County
Grooms Insurance,OPERATIONAL,"215 North Piedmont Street A, Calhoun",34.504007,-84.949992,"34.504007,-84.94999200000002",Calhoun,Georgia,Gordon County
Cotton States Insurance,OPERATIONAL,"1012 South Wall Street, Calhoun",34.4832175,-84.9402502,"34.4832175,-84.9402502",Calhoun,Georgia,Gordon County
Allstate Fence Co,OPERATIONAL,"102 Adair Hollow Road Northwest, Adairsville",34.3713847,-84.948548,"34.3713847,-84.948548",Adairsville,Georgia,Bartow County
Direct Auto Insurance,OPERATIONAL,"1182 Curtis Parkway Southeast, Calhoun",34.4759617,-84.9215731,"34.47596169999999,-84.92157309999997",Calhoun,Georgia,Gordon County
Scott Lewis - State Farm Insurance Agent,OPERATIONAL,"275 Thomson Road Ste B, Washington",33.7221558,-82.7088368,"33.722155799999996,-82.7088368",Washington,Georgia,Wilkes County
Grayson Thomas - COUNTRY Financial Agency Manager,OPERATIONAL,"1258 Washington Road, Thomson",33.490513,-82.5039991,"33.49051299999999,-82.50399909999999",Thomson,Georgia,McDuffie County
Mass Mutual Financial Group,OPERATIONAL,"110 East Robert Toombs Avenue, Washington",33.7362984,-82.732641,"33.7362984,-82.732641",Washington,Georgia,Wilkes County
Cotton States Insurance,OPERATIONAL,"12 West Robert Toombs Avenue, Washington",33.7368654,-82.7399303,"33.7368654,-82.7399303",Washington,Georgia,Wilkes County
New York Life,OPERATIONAL,"902 Spring Street, Washington",33.7260699,-82.7419951,"33.7260699,-82.74199510000003",Washington,Georgia,Wilkes County
Griggs Ficklen Insurance,OPERATIONAL,"110 East Robert Toombs Avenue, Washington",33.7364593,-82.7374131,"33.7364593,-82.7374131",Washington,Georgia,Wilkes County
Abbey Insurance Services of Augusta,OPERATIONAL,"203 South Belair Road, Augusta",33.4969884,-82.1389995,"33.4969884,-82.1389995",Augusta,Georgia,Columbia County
Well Care,OPERATIONAL,"4143 Columbia Road, Augusta",33.5081566,-82.1113183,"33.5081566,-82.1113183",Augusta,Georgia,Columbia County
Nichole Hilliard - State Farm Insurance Agent,OPERATIONAL,"198 West Railroad Street South, Pelham",31.1247026,-84.1518196,"31.12470260000001,-84.1518196",Pelham,Georgia,Mitchell County
Horace Mann Insurance Co,OPERATIONAL,"81 East Oakland Avenue, Camilla",31.2325567,-84.2058968,"31.232556699999996,-84.20589679999998",Camilla,Georgia,Mitchell County
Horace Mann Insurance Co,OPERATIONAL,"429 Westview Lane, Camilla",31.2212947,-84.2179067,"31.22129469999999,-84.2179067",Camilla,Georgia,Mitchell County
Southern Providers Agency,OPERATIONAL,"41 west Oakland Street, Camilla",31.231251,-84.2111774,"31.231251,-84.21117740000001",Camilla,Georgia,Mitchell County
Dover-Rock Insurors,OPERATIONAL,"20 South Harney Street, Camilla",31.230469,-84.2084621,"31.230469,-84.20846209999998",Camilla,Georgia,Mitchell County
Georgia Farm Bureau,OPERATIONAL,"4645 Georgia 3, Camilla",31.2039197,-84.173541,"31.2039197,-84.173541",Camilla,Georgia,Mitchell County
South Georgia Insurance Agency,OPERATIONAL,"130 Mc Laughlin Street Southwest, Pelham",31.12659,-84.152874,"31.126590000000004,-84.152874",Pelham,Georgia,Mitchell County
Mutual Of Omaha,OPERATIONAL,"6214 Thigpen Trail, Doerun",31.2881078,-83.9720371,"31.2881078,-83.9720371",Doerun,Georgia,Colquitt County
Liberty Mutual Auto Insurance,OPERATIONAL,"207 West Broad Avenue, Doerun",31.3194642,-83.9186251,"31.3194642,-83.9186251",Doerun,Georgia,Colquitt County
"Steve Russell Agency, LLC",OPERATIONAL,"5902 Curtis Street, Albany",31.5056072,-84.221231,"31.50560720000001,-84.22123100000002",Albany,Georgia,Dougherty County
Pollock Insurance,OPERATIONAL,"32 1st Avenue Northeast, Cairo",30.8774214,-84.2075817,"30.8774214,-84.20758169999998",Cairo,Georgia,Grady County
Jon Massey - State Farm Insurance Agent,OPERATIONAL,"1955 Homer Road, Commerce",34.2324742,-83.4532189,"34.23247419999999,-83.4532189",Commerce,Georgia,Jackson County
Georgia Title Finance,OPERATIONAL,"3837 Georgia 17, Eastanollee",34.545932,-83.281816,"34.545932,-83.28181599999998",Eastanollee,Georgia,Stephens County
Van Keith Insurance,OPERATIONAL,"30063-30115 Georgia 15, Commerce",34.2693112,-83.4670173,"34.269311200000004,-83.4670173",Commerce,Georgia,Banks County
Unity Insurance,OPERATIONAL,"600 Embassy Row Northeast, Atlanta",33.9373738,-84.3548991,"33.937373799999996,-84.3548991",Atlanta,Georgia,Fulton County
Swiss Re America Hol,OPERATIONAL,"1150 Sanctuary Parkway, Alpharetta",34.0449663,-84.3130307,"34.04496629999999,-84.3130307",Alpharetta,Georgia,Fulton County
Complete Insurance Service Inc.,OPERATIONAL,"5775 Jimmy Carter Boulevard #260, Norcross",33.9167889,-84.2084678,"33.91678889999999,-84.2084678",Norcross,Georgia,Gwinnett County
De Mersseman & Associates Inc,OPERATIONAL,"649 South Milledge Avenue # 7, Athens",33.9473,-83.386659,"33.9473,-83.386659",Athens,Georgia,Clarke County
North Georgia Insurance Center,OPERATIONAL,"1490 South Broad Street, Commerce",34.2010676,-83.4544451,"34.2010676,-83.45444509999999",Commerce,Georgia,Jackson County
Cross Financial Investments & Insurance,OPERATIONAL,"837 East Currahee Street, Toccoa",34.5766878,-83.3157917,"34.576687799999995,-83.31579169999998",Toccoa,Georgia,Stephens County
Troy Poole - COUNTRY Financial representative,OPERATIONAL,"44 S, Carolina Street, Hartwell",34.3520418,-82.9334965,"34.35204179999999,-82.93349649999998",Hartwell,Georgia,Hart County
Georgia Farm Bureau,OPERATIONAL,"626-1/2, Main Street, Palmetto",33.5244421,-84.6651877,"33.5244421,-84.66518769999998",Palmetto,Georgia,Fulton County
State Farm Insurance,OPERATIONAL,"28 Hospital Road, Newnan",33.388256,-84.817912,"33.38825599999999,-84.81791199999998",Newnan,Georgia,Coweta County
Aflac District Office,OPERATIONAL,"531 Newnan Street, Carrollton",33.5797988,-85.0692378,"33.57979879999999,-85.0692378",Carrollton,Georgia,Carroll County
R Miller & Associates,OPERATIONAL,"1899 Powers Ferry Road #315, Atlanta",33.9078118,-84.4642912,"33.9078118,-84.46429119999998",Atlanta,Georgia,Cobb County
Kirk Martin: Allstate Insurance,OPERATIONAL,"325 Hammond Drive STE 100, Atlanta",33.9184526,-84.3766764,"33.91845260000001,-84.37667640000001",Sandy Springs,Georgia,Fulton County
Alfa Insurance - Mark Swanson Agency,OPERATIONAL,"601 East 1st Street, Rome",34.255739,-85.1677584,"34.255739,-85.1677584",Rome,Georgia,Floyd County
"Coosa Valley Financial Group, Inc.",OPERATIONAL,"415 East 2nd Street, Rome",34.248069,-85.169209,"34.248069,-85.169209",Rome,Georgia,Floyd County
Jowers-Sklar Insurance,OPERATIONAL,"706 East 2nd Avenue SW, Rome",34.243704,-85.1660218,"34.243704,-85.1660218",Rome,Georgia,Floyd County
Teresa Lumsden - State Farm Insurance Agent,OPERATIONAL,"2939 Martha Berry Highway NW, Rome",34.3070198,-85.1740354,"34.30701979999999,-85.17403540000001",Rome,Georgia,Floyd County
Nationwide Insurance: Lester G Jenkins,OPERATIONAL,"319 East 8th Street Southwest, Rome",34.2433248,-85.1618908,"34.243324799999996,-85.1618908",Rome,Georgia,Floyd County
Alfa Insurance - Jerry Vincent Agency,OPERATIONAL,"309 Redmond Road, Rome",34.27771,-85.1897,"34.27771,-85.1897",Rome,Georgia,Floyd County
"Dempsey Financial Services, Inc.",OPERATIONAL,"901 North Broad Street, Rome",34.257815,-85.164544,"34.257815,-85.16454399999998",Rome,Georgia,Floyd County
SilverLeaf Insurance Agency,OPERATIONAL,"300 North 5th Avenue, Rome",34.258791,-85.173874,"34.258790999999995,-85.173874",Rome,Georgia,Floyd County
Alfa Insurance - Melanie Kiser Agency,OPERATIONAL,"10 North Main Street, Cedartown",34.0138093,-85.2543021,"34.01380929999999,-85.25430209999998",Cedartown,Georgia,Polk County
Cody Coffey: Allstate Insurance,OPERATIONAL,"1703 Turner McCall Boulevard SE, Rome",34.244246,-85.1608159,"34.244246000000004,-85.16081590000002",Rome,Georgia,Floyd County
Terry Simmons - State Farm Insurance Agent,OPERATIONAL,"5 North 4th Street, Lindale",34.1954584,-85.17422,"34.19545839999999,-85.17421999999998",Lindale,Georgia,Floyd County
Allstate Insurance Agent: Michael Britton,OPERATIONAL,"3041 Martha Berry Highway ste a, Rome",34.3093944,-85.1730179,"34.309394399999995,-85.17301789999998",Rome,Georgia,Floyd County
"Dempsey Investment Company, Inc",OPERATIONAL,"901 North Broad Street, Rome",34.2576587,-85.1645841,"34.25765870000001,-85.16458409999998",Rome,Georgia,Floyd County
New York Life,OPERATIONAL,"913 North Patterson Street, Valdosta",30.840516,-83.283587,"30.840515999999997,-83.283587",Valdosta,Georgia,Lowndes County
Partners Benefit Group,OPERATIONAL,"1201 Williams Street, Valdosta",30.8446758,-83.2819584,"30.844675800000005,-83.28195840000001",Valdosta,Georgia,Lowndes County
Taylor Insurance Services,OPERATIONAL,"2000 North Patterson Street, Valdosta",30.8545,-83.289,"30.8545,-83.289",Valdosta,Georgia,Lowndes County
Southern Insurance,OPERATIONAL,"2315 North Ashley Street, Valdosta",30.8619302,-83.2829505,"30.86193020000001,-83.2829505",Valdosta,Georgia,Lowndes County
New York Life,OPERATIONAL,"112 Webster Street, Valdosta",30.8370935,-83.2805194,"30.837093499999998,-83.2805194",Valdosta,Georgia,Lowndes County
H & H Insurance Solutions Inc: Hughes Kay H,OPERATIONAL,"3342 Greystone Way, Valdosta",30.8826407,-83.294465,"30.8826407,-83.294465",Valdosta,Georgia,Lowndes County
Houston & Co,OPERATIONAL,"307 Dogwood Drive, Nashville",31.2052133,-83.2551254,"31.205213300000004,-83.25512540000001",Nashville,Georgia,Berrien County
Mary Miller - State Farm Insurance Agent,OPERATIONAL,"1340 Chattahoochee Drive, Rockmart",34.009443,-85.0362154,"34.009443,-85.0362154",Rockmart,Georgia,Polk County
Check Into Cash Title Pawn,OPERATIONAL,"801 North Main Street, Cedartown",34.0269485,-85.2492424,"34.026948499999996,-85.24924240000001",Cedartown,Georgia,Polk County
Jo Hulsey American Family Insurance,OPERATIONAL,"809 Shorter Avenue, Rome",34.2661962,-85.2039555,"34.26619619999999,-85.20395549999998",Rome,Georgia,Floyd County
Alan Parker - State Farm Insurance Agent,OPERATIONAL,"4909 Forsyth Road, Macon",32.8805948,-83.7244439,"32.880594800000004,-83.7244439",Macon,Georgia,Bibb County
AAA Macon,OPERATIONAL,"205 Tom Hill Sr Boulevard, Macon",32.8970044,-83.687538,"32.8970044,-83.68753799999998",Macon,Georgia,Bibb County
Acceptance Insurance,OPERATIONAL,"1504 Lafayette Parkway, LaGrange",33.041708,-84.9807382,"33.041708,-84.98073819999998",LaGrange,Georgia,Troup County
Deidre Bembry - State Farm Insurance Agent,OPERATIONAL,"1111 Lower Fayetteville Road #200, Newnan",33.374367,-84.752372,"33.374367,-84.752372",Newnan,Georgia,Coweta County
J. Scott Taylor: Allstate Insurance,OPERATIONAL,"4046 Georgia 154 Ste 111, Newnan",33.4375073,-84.6929625,"33.4375073,-84.6929625",Newnan,Georgia,Coweta County
AccuChoice - Antoine F. Smith,OPERATIONAL,"25 East Broad Street, Newnan",33.374048,-84.798371,"33.37404800000001,-84.798371",Newnan,Georgia,Coweta County
"Seguros Global, Inc.",OPERATIONAL,"19 East Broad Street, Newnan",33.3741455,-84.7985153,"33.374145500000004,-84.79851529999998",Newnan,Georgia,Coweta County
Karen Bowen - Aflac Insurance Agent,OPERATIONAL,"114 Timber Ml, Newnan",33.3605043,-84.8006347,"33.3605043,-84.80063469999997",Newnan,Georgia,Coweta County
Terry Harper - State Farm Insurance Agent,OPERATIONAL,"270 Court Square, Franklin",33.2783694,-85.0988757,"33.278369399999995,-85.09887570000002",Franklin,Georgia,Heard County
Christopher Chase,OPERATIONAL,"19 Jefferson Street, Newnan",33.3767607,-84.7986931,"33.3767607,-84.7986931",Newnan,Georgia,Coweta County
Allstate,OPERATIONAL,Carrollton,33.5681517,-85.0783309,"33.56815170000001,-85.0783309",Carrollton,Georgia,Carroll County
Palmer & Cay,OPERATIONAL,"Northwest, Two Buckhead Plaza, 3050 Peachtree Road #475, Atlanta",33.8384687,-84.3810304,"33.83846870000001,-84.3810304",Atlanta,Georgia,Fulton County
Birchett Insurance Agency,OPERATIONAL,"1315 Cleveland Highway, Dalton",34.7979853,-84.9626333,"34.79798529999999,-84.9626333",Dalton,Georgia,Whitfield County
Advance Insurance of Dalton,OPERATIONAL,"202 Fort Hill Circle, Dalton",34.7721477,-84.9650374,"34.7721477,-84.9650374",Dalton,Georgia,Whitfield County
Brandon Combs - State Farm Insurance Agent,OPERATIONAL,"236 North Hamilton Street Unit 1, Dalton",34.7733561,-84.9675919,"34.77335610000001,-84.96759190000002",Dalton,Georgia,Whitfield County
Nationwide Insurance: Customer Focus Insurance Inc.,OPERATIONAL,"416 North Glenwood Avenue Ste 2, Dalton",34.7770033,-84.9648276,"34.7770033,-84.96482759999998",Dalton,Georgia,Whitfield County
John Hancock Life,OPERATIONAL,"1100 Peachtree Street Northeast, Atlanta",33.7848198,-84.3835317,"33.784819799999994,-84.38353169999998",Atlanta,Georgia,Fulton County
Delta Community Credit Union,OPERATIONAL,"80 Peachtree Place Northeast, Atlanta",33.7809643,-84.3850234,"33.7809643,-84.38502340000001",Atlanta,Georgia,Fulton County
Whitefoord Community Program,OPERATIONAL,"256 Clifton Street Southeast, Atlanta",33.7459781,-84.3311061,"33.74597809999999,-84.3311061",Atlanta,Georgia,DeKalb County
State Farm Insurance,OPERATIONAL,"137 South 1st Street, Cochran",32.3875281,-83.358316,"32.387528100000004,-83.358316",Cochran,Georgia,Bleckley County
Bree Harrell - State Farm Insurance Agent,OPERATIONAL,"24 Jackson Street South, Hawkinsville",32.2817964,-83.4670144,"32.2817964,-83.46701440000001",Hawkinsville,Georgia,Pulaski County
"Clemmons Agency, Inc.",OPERATIONAL,"119 Commerce Street, Hawkinsville",32.2832453,-83.467956,"32.2832453,-83.467956",Hawkinsville,Georgia,Pulaski County
Georgia Farm Bureau,OPERATIONAL,"45 Jackson Street South, Hawkinsville",32.2803597,-83.4664666,"32.2803597,-83.46646659999998",Hawkinsville,Georgia,Pulaski County
Saunders Stuckey & Mullis Inc,OPERATIONAL,"320 Oak Street, Eastman",32.1991489,-83.180221,"32.1991489,-83.180221",Eastman,Georgia,Dodge County
Joe Gaddis - State Farm Insurance Agent,OPERATIONAL,"Courthouse Sq, Trenton",34.8719558,-85.5098593,"34.87195579999999,-85.5098593",Trenton,Georgia,Dade County
CYA Agency Inc,OPERATIONAL,"7913 Pea Ridge Road, Lula",34.4575724,-83.6746328,"34.4575724,-83.6746328",Lula,Georgia,Hall County
John Essigman Wealth Advisors LLC,OPERATIONAL,"141 North Main Street, Cleveland",34.598769,-83.7634365,"34.598769,-83.7634365",Cleveland,Georgia,White County
Ash Welborn Insurance,OPERATIONAL,"103 Midway Crossing Suite A, Cornelia",34.5446873,-83.5468938,"34.5446873,-83.54689379999998",Cornelia,Georgia,Habersham County
John Hancock,OPERATIONAL,"2995 Alto-Mud Creek Road, Alto",34.4820023,-83.6068071,"34.4820023,-83.6068071",Alto,Georgia,Habersham County
Affordable Insurance,OPERATIONAL,"837 East Currahee Street, Toccoa",34.5766419,-83.3158401,"34.5766419,-83.31584009999999",Toccoa,Georgia,Stephens County
Julie Poulson - COUNTRY Financial representative,OPERATIONAL,"1286 Washington Street, Clarkesville",34.6139664,-83.524466,"34.61396639999999,-83.52446599999998",Clarkesville,Georgia,Habersham County
Farmers Insurance - William Ferguson,OPERATIONAL,"1539 Georgia 129, Cleveland",34.5755221,-83.7633801,"34.5755221,-83.76338009999998",Cleveland,Georgia,White County
TIAA Financial Services,OPERATIONAL,"6 Concourse Parkway Suite 2600, Atlanta",33.917001,-84.356104,"33.917001,-84.356104",Sandy Springs,Georgia,Fulton County
BBWH Insurors,OPERATIONAL,"1208 Merchant Way, Statesboro",32.4104084,-81.7691856,"32.410408399999994,-81.76918559999999",Statesboro,Georgia,Bulloch County
Georgia Farm Bureau,OPERATIONAL,"1552 Highway 441 N, Clayton",34.8992394,-83.3917491,"34.8992394,-83.3917491",Clayton,Georgia,Rabun County
Life Insurance for Life: Peter Goldfine,OPERATIONAL,"957 Franklin Street #100, Dillard",34.9735978,-83.3840997,"34.97359779999999,-83.3840997",Dillard,Georgia,Rabun County
Kilby Brian,OPERATIONAL,"1552 U.S. 441, Clayton",34.8990114,-83.3918338,"34.8990114,-83.39183380000001",Clayton,Georgia,Rabun County
"A.W. Adams Insurance, LLC",OPERATIONAL,"30 Commerce Street, Clayton",34.8776126,-83.3987809,"34.8776126,-83.39878089999998",Clayton,Georgia,Rabun County
Allstate,OPERATIONAL,"30 Commerce Street, Clayton",34.8776109,-83.398783,"34.87761089999999,-83.398783",Clayton,Georgia,Rabun County
Bynum Insurance Agency,OPERATIONAL,"151 Hiawassee Street, Clayton",34.879789,-83.4035061,"34.879789,-83.40350610000002",Clayton,Georgia,Rabun County
Parks Carolyn,OPERATIONAL,Clayton,34.8781479,-83.4009933,"34.8781479,-83.4009933",Clayton,Georgia,Rabun County
Appalachian Insurance Agency,OPERATIONAL,"621 U.S. 441 #2, Clayton",34.869513,-83.400179,"34.869513,-83.40017900000001",Clayton,Georgia,Rabun County
Aflac,OPERATIONAL,"53 Thunder Road, Dawsonville",34.4257363,-84.1358012,"34.4257363,-84.1358012",Dawsonville,Georgia,Dawson County
Peachstate Insurance,OPERATIONAL,"250 Atlanta Road, Cumming",34.2028321,-84.134884,"34.20283209999999,-84.134884",Cumming,Georgia,Forsyth County
Rusty Smith - State Farm Insurance Agent,OPERATIONAL,"214 Canton Road a, Cumming",34.210009,-84.1438948,"34.210009,-84.1438948",Cumming,Georgia,Forsyth County
Sutter McLellan & Gilbreath,OPERATIONAL,"416 Pirkle Ferry Road, Cumming",34.2068333,-84.1317432,"34.20683330000001,-84.1317432",Cumming,Georgia,Forsyth County
Alfa Insurance Co,OPERATIONAL,"3723 Robinson Drive # C, Oakwood",34.2307973,-83.867796,"34.2307973,-83.867796",Oakwood,Georgia,Hall County
Advantage Insurers Inc,OPERATIONAL,"111 West Kytle Street, Cleveland",34.5965532,-83.7653074,"34.5965532,-83.7653074",Cleveland,Georgia,White County
James Cooper - Aflac Insurance Agent,OPERATIONAL,"180 Moores Drive, Dahlonega",34.5411507,-83.984676,"34.54115069999999,-83.98467600000001",Dahlonega,Georgia,Lumpkin County
Chapman Insurance,OPERATIONAL,"144 Stamp Mill Drive, Dahlonega",34.497295,-83.959133,"34.497295,-83.959133",Dahlonega,Georgia,Lumpkin County
Southern Insurance of Cairo,OPERATIONAL,"12 1st Avenue Northeast, Cairo",30.8774214,-84.2075817,"30.8774214,-84.20758169999998",Cairo,Georgia,Grady County
Aflac: Erin Kirkland,OPERATIONAL,"1775 Pine Park Road, Cairo",30.8339073,-84.1718622,"30.833907300000003,-84.17186219999998",Cairo,Georgia,Grady County
Farmers Insurance Group,OPERATIONAL,"201 East 1st Street, Vidalia",32.2165905,-82.4115274,"32.2165905,-82.41152740000001",Vidalia,Georgia,Toombs County
Matthew Tyson - State Farm Insurance Agent,OPERATIONAL,"305 South Zetterower Avenue, Statesboro",32.4409572,-81.7801733,"32.4409572,-81.7801733",Statesboro,Georgia,Bulloch County
"McNeal Agency, Inc.",OPERATIONAL,"1717 Russell Parkway, Warner Robins",32.5931313,-83.6614276,"32.5931313,-83.6614276",Warner Robins,Georgia,Houston County
Direct Auto Insurance,OPERATIONAL,"1220 Russell Parkway Suite 1, Warner Robins",32.5945171,-83.6485398,"32.594517100000004,-83.6485398",Warner Robins,Georgia,Houston County
Nancy Deighan - State Farm Insurance Agent,OPERATIONAL,"324 Butten Drive, Bonaire",32.555373,-83.6586528,"32.555372999999996,-83.6586528",Bonaire,Georgia,Houston County
Alfa Insurance - Jacob Gore Agency,OPERATIONAL,"1238 South Houston Lake Road Ste 2, Warner Robins",32.5682899,-83.6623831,"32.568289899999996,-83.66238309999999",Warner Robins,Georgia,Houston County
